CODE2,CODE1,CODEBASE,A0A4_CNT,A5A9_CNT,A10A14_CNT,A15A19_CNT,A20A24_CNT,A25A29_CNT,A30A34_CNT,A35A39_CNT,A40A44_CNT,A45A49_CNT,A50A54_CNT,A55A59_CNT,A60A64_CNT,A65A69_CNT,A70A74_CNT,A75A79_CNT,A80A84_CNT,A85A89_CNT,A90A94_CNT,A95A99_CNT,A100UP_5_CNT,INFO_TIME
A6402-08,A6402-08-003,A6402-0088-00,5,9,5,9,20,27,11,16,30,22,25,34,14,21,14,10,8,10,1,0,0,107Y06M
A6402-08,A6402-08-003,A6402-0095-00,6,3,3,5,11,12,18,4,7,11,11,12,25,5,2,4,2,3,2,0,0,107Y06M
A6402-08,A6402-08-004,A6402-0096-00,27,27,22,38,30,16,20,36,43,65,47,21,17,19,5,5,5,2,1,0,0,107Y06M
A6402-08,A6402-08-005,A6402-0112-00,25,16,23,31,21,30,25,28,24,36,30,26,38,23,6,4,2,3,2,0,0,107Y06M
A6402-08,A6402-08-006,A6402-0118-00,23,25,32,40,40,28,31,25,33,40,44,34,26,13,4,2,4,1,0,0,0,107Y06M
A6402-08,A6402-08-007,A6402-0130-00,11,7,5,7,8,15,19,22,13,12,8,21,25,16,5,0,2,0,0,0,0,107Y06M
A6402-08,A6402-08-007,A6402-0136-00,6,8,13,9,9,20,18,16,19,15,8,24,22,15,4,1,2,2,2,0,0,107Y06M
A6402-09,A6402-09-001,A6402-0036-00,7,5,3,7,13,15,13,15,11,13,18,15,14,7,5,6,1,1,2,0,0,107Y06M
A6402-09,A6402-09-002,A6402-0045-00,13,13,11,29,50,57,55,66,45,55,54,54,43,47,34,15,14,9,3,0,0,107Y06M
A6402-09,A6402-09-003,A6402-0050-00,11,0,6,10,10,13,17,15,12,14,14,18,20,15,6,3,5,3,2,1,0,107Y06M
A6402-09,A6402-09-004,A6402-0051-00,0,3,1,2,4,6,6,6,10,6,7,5,19,7,5,6,9,3,2,0,0,107Y06M
A6402-09,A6402-09-004,A6402-0058-00,5,4,5,12,15,15,16,17,16,23,20,15,17,15,7,6,5,2,1,0,0,107Y06M
A6402-09,A6402-09-005,A6402-0059-00,4,6,6,16,31,32,21,17,16,15,21,26,17,12,3,2,4,6,1,0,0,107Y06M
A6402-09,A6402-09-006,A6402-0069-00,5,9,13,5,15,19,14,18,17,18,19,21,21,21,6,7,1,5,0,0,0,107Y06M
A6402-09,A6402-09-007,A6402-0073-00,35,38,21,12,14,13,28,51,45,39,10,8,11,5,2,1,1,0,0,0,0,107Y06M
A6402-09,A6402-09-007,A6402-0085-00,20,15,9,7,5,7,12,22,26,15,7,6,6,4,4,1,0,0,0,0,0,107Y06M
A6402-09,A6402-09-008,A6402-0113-00,99,81,58,33,36,41,68,124,99,80,64,46,46,25,16,6,2,4,1,0,0,107Y06M
A6402-09,A6402-09-008,A6402-0151-00,101,108,80,40,33,50,98,140,131,100,68,42,36,24,20,9,5,2,0,0,0,107Y06M
A6402-10,A6402-10-001,A6402-0067-00,12,7,6,18,29,35,23,21,28,17,28,36,35,19,12,2,3,5,1,0,0,107Y06M
A6402-10,A6402-10-001,A6402-0097-00,1,1,0,3,4,4,8,2,2,4,9,10,9,4,0,0,0,0,0,0,0,107Y06M
A6402-10,A6402-10-002,A6402-0119-00,5,5,5,8,11,17,14,10,6,7,14,13,20,5,1,5,2,3,0,0,0,107Y06M
A6402-10,A6402-10-002,A6402-0174-00,10,4,4,12,9,24,16,12,11,10,11,20,17,11,3,3,1,1,1,0,0,107Y06M
A6402-11,A6402-11-001,A6402-0062-00,5,3,4,7,13,20,11,19,11,16,21,23,17,16,8,2,1,0,0,0,0,107Y06M
A6402-11,A6402-11-001,A6402-0065-00,8,1,3,5,18,13,14,21,10,18,24,23,19,17,5,3,4,1,1,0,0,107Y06M
A6402-11,A6402-11-002,A6402-0077-00,8,6,4,15,13,14,15,15,13,13,18,19,16,15,9,5,4,5,1,0,0,107Y06M
A6402-11,A6402-11-003,A6402-0078-00,8,4,2,4,21,26,19,16,11,20,18,24,19,16,5,6,0,2,0,0,0,107Y06M
A6402-11,A6402-11-004,A6402-0091-00,5,5,4,8,21,18,25,18,15,9,27,21,29,11,11,2,6,6,2,0,0,107Y06M
A6402-11,A6402-11-005,A6402-0098-00,4,3,7,12,19,21,21,16,9,20,20,26,20,18,5,4,1,3,0,1,0,107Y06M
A6402-11,A6402-11-006,A6402-0102-00,10,3,5,8,14,17,28,28,23,24,20,23,33,24,11,10,10,6,0,0,0,107Y06M
A6402-11,A6402-11-007,A6402-0090-00,1,0,0,3,3,2,1,2,2,6,2,1,3,3,3,0,0,1,0,0,0,107Y06M
A6402-11,A6402-11-007,A6402-0105-00,1,1,0,1,2,1,1,1,3,1,2,2,1,4,1,1,1,0,0,0,0,107Y06M
A6402-11,A6402-11-007,A6402-0117-00,11,2,2,8,11,13,13,13,11,11,13,13,12,17,6,11,4,1,1,0,0,107Y06M
A6402-11,A6402-11-008,A6402-0115-00,7,6,5,9,19,15,10,23,21,16,27,13,14,16,6,4,3,2,0,0,0,107Y06M
A6402-11,A6402-11-009,A6402-0129-00,1,4,3,8,2,10,8,5,6,13,0,8,9,11,8,4,1,2,1,0,0,107Y06M
A6402-11,A6402-11-009,A6402-0139-00,2,0,3,3,7,9,9,7,10,15,4,12,19,11,5,6,4,1,1,0,0,107Y06M
A6402-11,A6402-11-010,A6402-0153-00,3,3,11,22,21,8,9,18,18,28,19,9,13,19,12,13,7,1,0,0,0,107Y06M
A6402-12,A6402-12-001,A6402-0093-00,17,19,21,9,15,14,16,38,33,24,16,17,12,3,2,1,1,1,0,0,0,107Y06M
A6402-12,A6402-12-002,A6402-0092-00,9,16,12,10,5,4,9,11,25,9,6,6,5,3,0,1,1,0,1,0,0,107Y06M
A6402-12,A6402-12-002,A6402-0101-00,6,18,16,19,8,7,8,18,11,25,22,16,10,6,7,0,3,2,0,0,0,107Y06M
A6402-12,A6402-12-003,A6402-0108-00,28,39,41,41,16,7,34,47,69,39,33,12,16,16,9,5,1,0,0,0,0,107Y06M
A6402-12,A6402-12-004,A6402-0109-00,12,17,29,30,29,19,13,23,25,40,38,28,22,14,8,1,0,4,1,0,0,107Y06M
A6402-12,A6402-12-005,A6402-0110-00,11,14,32,33,18,4,6,15,29,38,21,17,5,7,10,0,1,1,1,0,0,107Y06M
A6402-12,A6402-12-006,A6402-0120-00,35,43,29,28,33,30,36,48,59,47,31,40,26,13,4,1,1,2,1,0,0,107Y06M
A6402-12,A6402-12-007,A6402-0121-00,27,18,24,19,15,19,29,27,37,26,23,19,14,6,3,0,1,0,1,0,0,107Y06M
A6402-12,A6402-12-008,A6402-0122-00,44,46,35,32,38,36,53,52,44,42,41,31,24,17,8,6,2,0,0,0,0,107Y06M
A6402-12,A6402-12-009,A6402-0123-00,26,33,31,27,12,6,14,33,48,36,21,14,4,5,1,3,0,0,0,0,0,107Y06M
A6402-14,A6402-14-001,A6402-0099-00,9,12,11,20,13,20,15,18,10,17,29,22,22,9,8,4,4,2,0,0,0,107Y06M
A6402-14,A6402-14-001,A6402-0107-00,14,15,15,14,5,13,13,23,38,26,19,13,8,14,7,1,2,0,0,0,0,107Y06M
A6402-14,A6402-14-002,A6402-0124-00,16,23,27,29,33,17,21,30,27,40,50,31,26,13,10,5,0,3,2,0,0,107Y06M
A6402-14,A6402-14-003,A6402-0138-00,24,27,18,12,14,14,27,48,28,19,13,24,21,5,3,2,1,0,1,0,0,107Y06M
A6402-14,A6402-14-003,A6402-0148-00,6,8,13,13,17,24,14,13,8,17,17,17,24,12,6,7,3,1,0,1,0,107Y06M
A6402-14,A6402-14-004,A6402-0143-00,20,39,43,47,42,43,35,37,47,59,64,43,31,25,18,8,12,5,2,0,0,107Y06M
A6402-14,A6402-14-005,A6402-0157-00,15,9,23,43,26,20,14,25,25,35,36,21,17,13,6,6,2,2,2,0,0,107Y06M
A6402-14,A6402-14-006,A6402-0162-00,19,23,37,28,24,25,25,33,33,42,34,32,29,19,12,8,6,2,1,0,0,107Y06M
A6402-15,A6402-15-001,A6402-0061-00,2,3,0,0,3,6,5,8,2,6,5,6,6,7,2,4,1,1,2,0,0,107Y06M
A6402-15,A6402-15-001,A6402-0066-00,7,1,1,6,6,7,12,8,5,8,7,6,9,12,4,6,2,4,2,0,0,107Y06M
A6402-15,A6402-15-001,A6402-0070-00,1,2,2,8,13,9,12,8,7,9,13,13,10,7,5,5,1,3,2,2,0,107Y06M
A6402-15,A6402-15-001,A6402-0074-00,0,0,1,0,7,5,7,3,5,8,6,4,2,2,7,4,0,1,1,0,0,107Y06M
A6402-15,A6402-15-001,A6402-0087-00,5,2,7,1,0,2,2,4,4,4,4,1,4,3,3,4,0,0,0,0,0,107Y06M
A6402-15,A6402-15-002,A6402-0086-00,7,1,1,5,3,6,10,11,4,5,5,9,12,10,4,3,2,0,3,0,0,107Y06M
A6402-15,A6402-15-002,A6402-0106-00,2,2,1,10,6,14,10,5,6,5,17,13,9,8,6,6,0,3,1,0,0,107Y06M
A6402-15,A6402-15-003,A6402-0104-00,2,0,2,13,17,27,11,15,5,14,29,28,31,20,3,8,4,2,1,0,0,107Y06M
A6402-15,A6402-15-003,A6402-0126-00,2,1,2,5,14,12,8,6,2,13,12,16,11,1,5,1,1,0,0,0,0,107Y06M
A6402-15,A6402-15-004,A6402-0133-00,10,1,2,9,21,12,15,13,5,16,20,13,15,8,8,10,2,2,0,0,0,107Y06M
A6402-15,A6402-15-004,A6402-0135-00,1,2,0,6,6,3,7,5,4,8,7,11,6,6,8,5,1,2,0,0,0,107Y06M
A6402-15,A6402-15-004,A6402-0142-00,3,1,4,3,2,3,6,2,10,7,3,6,2,6,6,5,1,1,0,0,0,107Y06M
A6402-15,A6402-15-005,A6402-0179-00,41,50,48,23,19,20,35,67,56,28,33,25,23,19,7,5,1,6,2,1,0,107Y06M
A6402-15,A6402-15-005,A6402-0186-00,22,40,20,21,9,9,14,25,38,34,18,15,7,12,6,1,2,1,0,0,0,107Y06M
A6402-15,A6402-15-006,A6402-0183-00,63,76,51,25,26,35,53,96,96,58,31,33,23,20,9,3,4,1,0,1,0,107Y06M
A6402-15,A6402-15-007,A6402-0203-00,43,45,33,34,41,19,29,39,45,50,57,34,50,24,12,8,6,2,0,0,0,107Y06M
A6402-15,A6402-15-008,A6402-0206-00,39,40,39,21,22,18,24,59,51,35,37,19,14,17,6,2,0,1,0,0,0,107Y06M
A6402-15,A6402-15-008,A6402-0212-00,15,15,15,14,15,11,15,12,17,17,21,22,18,10,9,7,0,2,1,0,0,107Y06M
A6402-16,A6402-16-001,A6402-0094-00,4,8,8,6,12,9,7,2,9,6,13,7,9,2,0,5,1,1,0,0,0,107Y06M
A6402-16,A6402-16-001,A6402-0103-00,8,26,10,16,8,6,4,21,33,16,13,8,4,5,3,3,1,0,0,0,0,107Y06M
A6402-16,A6402-16-002,A6402-0111-00,13,12,14,20,21,20,11,17,15,19,23,24,16,9,12,9,6,2,0,0,0,107Y06M
A6402-16,A6402-16-003,A6402-0125-00,22,27,36,21,22,17,24,30,53,61,33,21,12,15,3,0,2,0,1,0,0,107Y06M
A6402-16,A6402-16-004,A6402-0146-00,19,21,29,18,19,10,26,27,53,35,29,16,17,4,3,4,1,0,0,0,0,107Y06M
A6402-16,A6402-16-005,A6402-0147-00,15,13,16,33,25,27,15,20,25,29,35,30,22,12,9,10,7,2,0,0,0,107Y06M
A6402-16,A6402-16-006,A6402-0155-00,25,30,34,19,22,13,29,42,52,41,20,20,15,13,6,5,3,2,0,0,0,107Y06M
A6402-16,A6402-16-007,A6402-0170-00,17,16,7,14,11,4,7,12,13,10,16,6,11,4,3,2,1,0,1,0,0,107Y06M
A6402-16,A6402-16-007,A6402-0172-00,35,41,30,18,19,13,22,54,45,36,16,9,12,12,4,9,3,1,1,0,0,107Y06M
A6402-17,A6402-17-001,A6402-0116-00,10,13,7,12,10,13,18,13,14,13,18,18,16,6,6,5,0,1,0,0,0,107Y06M
A6402-17,A6402-17-001,A6402-0131-00,4,6,9,11,13,4,4,9,6,16,12,9,5,6,2,2,2,0,0,0,0,107Y06M
A6402-17,A6402-17-002,A6402-0140-00,52,71,46,36,22,34,51,88,76,62,35,24,21,15,10,5,2,1,1,0,0,107Y06M
A6402-17,A6402-17-003,A6402-0145-00,59,76,52,26,38,48,65,88,86,57,30,22,22,23,5,4,5,3,0,0,0,107Y06M
A6402-17,A6402-17-003,A6402-0149-00,18,27,20,13,8,3,15,39,31,24,13,10,12,6,4,2,1,0,1,0,0,107Y06M
A6402-17,A6402-17-004,A6402-0150-00,11,11,18,12,15,22,10,25,19,28,24,23,18,11,12,3,4,3,0,0,0,107Y06M
A6402-17,A6402-17-005,A6402-0165-00,16,16,21,10,14,15,16,21,24,27,28,18,10,7,3,4,3,0,0,0,0,107Y06M
A6402-17,A6402-17-005,A6402-0167-00,10,6,15,8,2,4,5,9,14,14,16,9,5,7,0,3,2,0,0,0,0,107Y06M
A6402-17,A6402-17-006,A6402-0168-00,20,26,26,14,22,22,20,23,27,33,31,26,21,12,9,4,5,2,0,0,0,107Y06M
A6402-17,A6402-17-007,A6402-0169-00,18,22,36,27,27,19,24,36,40,47,42,31,36,14,12,6,3,3,0,0,0,107Y06M
A6402-18,A6402-18-001,A6402-0152-00,8,22,22,17,16,16,25,23,24,22,30,20,32,18,3,1,3,3,0,0,0,107Y06M
A6402-18,A6402-18-002,A6402-0144-00,1,8,4,4,5,12,7,20,5,7,5,15,16,6,3,1,0,0,1,0,0,107Y06M
A6402-18,A6402-18-002,A6402-0159-00,12,8,14,8,9,12,21,25,14,17,11,18,17,21,5,2,2,2,0,0,0,107Y06M
A6402-18,A6402-18-003,A6402-0154-00,18,14,8,19,16,19,20,17,19,29,19,25,15,17,8,6,4,1,0,0,0,107Y06M
A6402-18,A6402-18-004,A6402-0161-00,22,18,22,20,19,32,29,30,26,24,26,34,40,19,3,7,4,1,0,0,0,107Y06M
A6402-18,A6402-18-005,A6402-0171-00,16,17,22,29,21,10,16,22,29,41,29,11,9,13,2,3,2,2,0,0,0,107Y06M
A6402-18,A6402-18-006,A6402-0180-00,5,5,14,21,25,10,12,9,16,18,36,22,8,2,3,5,3,1,0,0,0,107Y06M
A6402-18,A6402-18-007,A6402-0181-00,7,8,13,5,9,8,9,6,14,10,8,5,8,9,2,7,1,1,0,0,0,107Y06M
A6402-18,A6402-18-007,A6402-0182-00,20,7,13,12,20,6,18,19,14,18,17,13,11,8,5,7,2,3,1,0,0,107Y06M
A6402-18,A6402-18-008,A6402-0192-00,25,14,18,16,26,26,24,19,22,24,24,27,26,35,16,2,3,0,2,1,0,107Y06M
A6402-19,A6402-19-001,A6402-0137-00,7,4,11,10,16,26,31,25,16,17,18,38,26,24,7,9,3,5,1,0,0,107Y06M
A6402-19,A6402-19-002,A6402-0141-00,12,5,9,22,9,14,18,23,21,16,13,20,19,24,8,5,3,0,0,0,0,107Y06M
A6402-19,A6402-19-003,A6402-0156-00,10,4,6,12,13,12,20,10,14,13,11,15,21,15,8,10,4,2,0,1,0,107Y06M
A6402-19,A6402-19-004,A6402-0164-00,5,8,6,9,21,10,18,15,17,16,20,22,17,14,7,8,5,5,0,0,0,107Y06M
A6402-19,A6402-19-005,A6402-0158-00,4,1,4,13,17,17,13,13,19,18,16,21,13,25,12,9,5,2,0,0,0,107Y06M
A6402-19,A6402-19-005,A6402-0201-00,5,5,2,8,16,8,14,13,10,18,8,14,19,12,6,6,3,4,0,0,0,107Y06M
A6402-19,A6402-19-006,A6402-0187-00,15,4,5,18,13,14,16,18,29,19,19,17,26,22,14,9,9,3,0,0,0,107Y06M
A6402-19,A6402-19-007,A6402-0189-00,2,3,2,11,15,12,14,14,9,12,14,24,23,16,5,6,3,2,0,0,0,107Y06M
A6402-19,A6402-19-008,A6402-0214-00,18,17,7,21,30,24,25,28,32,43,43,34,27,17,11,18,12,3,0,0,0,107Y06M
A6402-19,A6402-19-009,A6402-0224-00,8,9,14,8,8,9,20,20,23,20,11,13,25,21,13,4,8,5,0,0,0,107Y06M
A6402-20,A6402-20-001,A6402-0127-00,34,43,19,21,15,17,21,41,43,35,22,19,22,13,5,4,3,2,0,1,0,107Y06M
A6402-20,A6402-20-001,A6402-0128-00,44,50,41,27,16,24,36,49,68,48,26,22,19,12,8,3,8,1,0,1,0,107Y06M
A6402-20,A6402-20-002,A6402-0134-00,7,14,17,14,17,19,13,12,18,18,22,19,23,5,9,2,3,0,1,0,0,107Y06M
A6402-20,A6402-20-002,A6402-0175-00,34,32,20,16,21,18,35,41,39,41,21,20,14,7,3,6,2,3,0,0,0,107Y06M
A6402-20,A6402-20-002,A6402-0176-00,0,2,4,5,4,6,2,4,3,4,9,5,10,3,0,2,0,2,1,0,0,107Y06M
A6402-20,A6402-20-003,A6402-0173-00,116,110,77,51,48,46,89,152,135,102,69,59,48,31,20,19,6,3,0,0,0,107Y06M
A6402-20,A6402-20-004,A6402-0202-00,116,141,68,29,23,24,83,145,167,89,42,26,27,22,12,8,3,3,2,1,0,107Y06M
A6402-20,A6402-20-005,A6402-0204-00,32,27,26,10,9,18,25,55,50,30,14,8,13,10,2,3,1,1,0,0,0,107Y06M
A6402-20,A6402-20-005,A6402-0210-00,16,9,7,7,3,13,24,17,15,10,8,7,6,8,6,3,5,0,2,0,0,107Y06M
A6402-20,A6402-20-005,A6402-0215-00,18,12,13,12,13,10,10,11,21,17,17,12,9,10,3,2,3,1,0,0,0,107Y06M
A6402-20,A6402-20-006,A6402-0241-00,83,91,54,44,29,26,52,87,99,77,51,35,43,38,19,12,3,4,4,0,0,107Y06M
A6402-20,A6402-20-007,A6402-0243-00,134,111,98,55,57,64,118,175,153,114,84,52,63,58,18,14,7,4,1,0,0,107Y06M
A6402-21,A6402-21-001,A6402-0193-00,26,30,22,26,26,29,29,31,37,45,34,26,22,18,14,5,8,2,0,0,0,107Y06M
A6402-21,A6402-21-002,A6402-0195-00,4,5,11,9,9,2,3,10,9,11,6,8,9,8,1,1,1,1,0,0,0,107Y06M
A6402-21,A6402-21-002,A6402-0197-00,4,8,5,6,3,5,2,9,3,9,6,4,5,3,2,0,0,1,0,0,0,107Y06M
A6402-21,A6402-21-002,A6402-0200-00,11,14,12,8,9,7,14,20,14,10,10,5,12,14,4,6,4,1,1,0,0,107Y06M
A6402-21,A6402-21-003,A6402-0185-00,5,5,12,18,11,11,6,9,8,18,16,7,8,5,3,7,1,0,0,0,0,107Y06M
A6402-21,A6402-21-003,A6402-0209-00,5,9,1,3,5,2,3,10,5,6,4,4,3,2,5,0,2,1,0,0,0,107Y06M
A6402-21,A6402-21-003,A6402-0222-00,4,4,8,1,3,2,3,3,4,6,1,0,1,1,4,2,0,0,0,0,0,107Y06M
A6402-21,A6402-21-004,A6402-0191-00,4,10,11,12,5,6,6,8,11,10,12,8,9,7,5,3,1,0,0,0,0,107Y06M
A6402-21,A6402-21-004,A6402-0198-00,4,2,2,1,2,0,2,4,0,2,1,5,1,1,1,0,0,2,0,0,0,107Y06M
A6402-21,A6402-21-004,A6402-0208-00,9,7,15,6,6,5,9,6,9,17,12,10,8,3,3,0,2,1,0,0,0,107Y06M
A6402-21,A6402-21-004,A6402-0221-00,13,14,8,4,4,5,6,13,12,15,7,5,8,4,3,1,1,1,0,0,0,107Y06M
A6402-21,A6402-21-005,A6402-0217-00,4,7,12,17,18,12,5,13,9,23,18,17,11,7,7,7,4,1,1,0,0,107Y06M
A6402-21,A6402-21-006,A6402-0218-00,33,16,24,16,9,17,33,36,24,27,23,16,18,13,10,11,6,3,2,0,0,107Y06M
A6402-21,A6402-21-007,A6402-0236-00,27,19,24,15,11,17,22,23,28,25,15,9,22,7,4,2,3,1,0,0,0,107Y06M
A6402-21,A6402-21-007,A6402-0248-00,65,61,42,29,27,23,73,86,77,54,47,38,37,21,6,3,3,0,0,0,0,107Y06M
A6402-22,A6402-22-001,A6402-0177-00,13,6,4,14,12,13,20,17,19,22,23,18,28,27,11,5,5,3,1,0,0,107Y06M
A6402-22,A6402-22-001,A6402-0188-00,7,1,2,4,2,0,10,7,7,7,2,2,2,2,2,1,0,0,0,0,0,107Y06M
A6402-22,A6402-22-002,A6402-0211-00,14,6,5,11,12,18,16,19,15,15,20,26,19,12,9,5,4,2,1,0,0,107Y06M
A6402-22,A6402-22-002,A6402-0219-00,0,2,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,107Y06M
A6402-22,A6402-22-003,A6402-0223-00,3,7,2,5,7,6,14,12,11,9,9,9,20,14,7,3,4,3,1,0,0,107Y06M
A6402-22,A6402-22-003,A6402-0235-00,1,2,0,0,4,0,2,7,5,4,6,3,8,3,3,1,4,0,0,0,0,107Y06M
A6402-22,A6402-22-003,A6402-0242-00,5,5,7,12,7,20,4,18,15,11,15,15,12,12,5,8,4,2,0,0,0,107Y06M
A6402-22,A6402-22-004,A6402-0225-00,0,1,2,2,4,5,4,4,9,5,7,8,4,5,5,1,2,1,0,0,0,107Y06M
A6402-22,A6402-22-004,A6402-0228-00,1,4,0,0,4,5,11,7,6,2,6,15,8,9,4,0,4,3,0,0,0,107Y06M
A6402-22,A6402-22-004,A6402-0237-00,3,1,1,8,9,4,3,8,10,8,8,5,9,7,4,3,2,2,1,0,0,107Y06M
A6402-22,A6402-22-005,A6402-0231-00,2,1,0,2,1,5,6,2,2,1,4,8,4,6,1,2,2,0,0,0,0,107Y06M
A6402-22,A6402-22-005,A6402-0244-00,3,3,4,9,9,11,8,12,10,17,15,11,9,21,6,11,2,0,0,0,0,107Y06M
A6402-22,A6402-22-006,A6402-0250-00,3,2,3,6,10,7,6,9,9,15,6,5,7,10,3,5,0,0,1,0,0,107Y06M
A6402-22,A6402-22-006,A6402-0254-00,14,9,4,10,17,12,15,26,15,20,17,20,15,19,9,6,8,1,2,1,0,107Y06M
A6402-22,A6402-22-007,A6402-0273-00,8,6,5,10,15,13,16,22,12,17,14,13,20,9,14,7,6,1,0,0,0,107Y06M
A6402-22,A6402-22-008,A6402-0261-00,5,0,5,6,8,4,14,11,9,13,12,10,8,6,3,5,1,2,0,0,0,107Y06M
A6402-22,A6402-22-008,A6402-0288-00,3,6,1,4,7,21,12,12,11,6,14,13,11,6,6,5,3,1,2,0,0,107Y06M
A6402-22,A6402-22-009,A6402-0277-00,6,7,10,16,19,20,14,15,23,18,24,18,24,17,13,13,7,4,0,1,0,107Y06M
A6402-23,A6402-23-001,A6402-0199-00,25,18,22,27,19,19,30,31,27,27,23,26,36,16,11,7,6,3,2,0,0,107Y06M
A6402-23,A6402-23-002,A6402-0220-00,22,18,15,20,26,35,31,39,23,26,34,32,42,13,9,14,5,3,1,0,0,107Y06M
A6402-23,A6402-23-003,A6402-0232-00,37,30,27,14,12,15,30,37,47,32,26,14,17,7,6,4,1,0,0,0,0,107Y06M
A6402-23,A6402-23-003,A6402-0233-00,10,14,12,12,17,8,3,16,19,16,22,12,11,5,5,0,2,0,0,0,0,107Y06M
A6402-23,A6402-23-004,A6402-0234-00,53,60,50,28,15,25,39,74,67,57,44,35,20,14,4,4,5,1,2,2,0,107Y06M
A6402-23,A6402-23-005,A6402-0245-00,50,45,26,17,17,18,35,70,78,41,24,25,18,22,7,10,4,1,0,0,0,107Y06M
A6402-23,A6402-23-006,A6402-0255-00,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6402-23,A6402-23-006,A6402-0257-00,27,39,26,16,13,18,14,46,61,45,20,12,8,10,4,3,2,1,1,0,0,107Y06M
A6402-23,A6402-23-007,A6402-0285-00,21,26,23,20,22,7,8,32,30,29,20,12,10,10,5,3,1,0,0,0,0,107Y06M
A6402-24,A6402-24-001,A6402-0132-00,4,1,2,1,2,1,6,4,5,5,2,9,6,13,9,5,3,4,3,0,0,107Y06M
A6402-24,A6402-24-001,A6402-0163-00,2,1,2,2,5,5,3,10,8,14,9,12,5,18,6,7,2,2,1,0,0,107Y06M
A6402-24,A6402-24-002,A6402-0178-00,4,2,1,1,10,6,5,6,10,11,12,12,8,19,16,4,2,4,1,0,0,107Y06M
A6402-24,A6402-24-002,A6402-0184-00,1,2,0,0,2,2,1,2,4,5,1,4,7,7,8,4,3,4,3,1,0,107Y06M
A6402-24,A6402-24-002,A6402-0196-00,1,0,0,0,0,2,5,1,2,4,4,6,4,3,3,2,2,1,2,0,0,107Y06M
A6402-24,A6402-24-002,A6402-0207-00,1,1,0,1,2,0,1,2,4,6,0,4,3,4,2,1,4,1,1,0,1,107Y06M
A6402-24,A6402-24-003,A6402-0079-00,5,5,1,9,5,11,4,7,18,11,12,10,8,6,6,4,1,6,0,1,0,107Y06M
A6402-24,A6402-24-003,A6402-0166-00,2,3,0,1,9,8,5,11,6,16,14,13,14,14,6,6,5,5,3,0,0,107Y06M
A6402-24,A6402-24-003,A6402-0263-00,3,1,0,1,4,2,4,1,2,6,2,6,3,5,0,1,0,0,0,0,0,107Y06M
A6402-24,A6402-24-004,A6402-0260-00,8,4,8,12,12,14,9,6,17,13,10,14,13,15,6,7,4,2,0,0,0,107Y06M
A6402-24,A6402-24-004,A6402-0262-00,10,3,3,3,6,6,8,9,13,5,13,8,10,10,3,5,3,1,0,0,0,107Y06M
A6402-24,A6402-24-004,A6402-0267-00,1,0,0,0,5,1,3,1,3,1,2,2,4,0,2,4,0,0,0,0,0,107Y06M
A6402-24,A6402-24-005,A6402-0286-00,12,9,9,17,22,23,24,28,26,23,28,35,24,19,16,11,7,6,3,1,0,107Y06M
A6402-24,A6402-24-006,A6402-0319-00,7,7,5,10,12,24,18,25,15,10,27,34,32,20,5,5,6,5,3,0,0,107Y06M
A6402-24,A6402-24-007,A6402-0320-00,5,4,7,7,8,14,5,17,18,18,15,19,14,12,11,6,7,1,0,0,0,107Y06M
A6402-24,A6402-24-008,A6402-0345-00,8,9,9,16,20,20,20,32,20,19,27,21,27,23,13,13,5,3,2,0,0,107Y06M
A6402-24,A6402-24-009,A6402-0355-00,1,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6402-24,A6402-24-010,A6402-0381-00,8,4,8,10,10,8,9,20,15,12,18,19,16,18,9,3,5,1,1,0,0,107Y06M
A6402-25,A6402-25-001,A6402-0226-00,4,5,5,15,14,6,8,15,11,19,12,15,8,10,4,4,1,1,0,0,0,107Y06M
A6402-25,A6402-25-001,A6402-0239-00,26,13,13,17,24,27,42,40,35,32,20,20,16,15,13,4,4,1,1,0,0,107Y06M
A6402-25,A6402-25-002,A6402-0240-00,5,8,3,11,7,8,9,11,9,10,9,14,7,9,3,4,4,3,0,0,0,107Y06M
A6402-25,A6402-25-002,A6402-0246-00,7,1,1,6,4,6,11,9,4,4,5,9,13,8,3,3,1,1,0,0,0,107Y06M
A6402-25,A6402-25-002,A6402-0251-00,3,0,1,7,4,3,6,0,6,5,4,6,6,6,5,1,2,0,0,0,0,107Y06M
A6402-25,A6402-25-003,A6402-0249-00,4,1,4,5,8,10,20,12,9,8,13,17,18,8,7,3,0,3,2,0,0,107Y06M
A6402-25,A6402-25-003,A6402-0252-00,10,8,17,13,13,19,18,18,19,11,20,20,16,14,8,9,1,2,2,0,0,107Y06M
A6402-25,A6402-25-004,A6402-0258-00,7,6,6,13,10,9,8,19,14,7,9,11,12,7,8,5,9,3,0,0,0,107Y06M
A6402-25,A6402-25-004,A6402-0265-00,4,4,1,3,6,10,4,6,6,2,12,10,7,5,1,1,1,1,0,0,0,107Y06M
A6402-25,A6402-25-005,A6402-0253-00,5,1,0,2,2,5,8,10,7,3,7,2,4,7,4,0,4,0,0,0,0,107Y06M
A6402-25,A6402-25-005,A6402-0259-00,3,3,1,7,5,7,10,11,7,5,11,15,18,9,5,3,3,0,0,1,0,107Y06M
