鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華泰路301~330號,25.31,住,,,1070727,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800322,215.48,4,2,2,有,有,7700000,35734,坡道平面,0,0,,RPPOMLMLQHNFFAE18CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光華一路181~210號,11.99,商,,,1050520,土地1建物1車位1,三層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070112,203.11,4,2,2,有,有,14200000,75042,坡道平面,28.54,1100000,,RPVNMLTLQHNFFBE86CA
苓雅區,房地(土地+建物),高雄市苓雅區安溪路1~30號,19.34,住,,,1070727,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,691201,61.29,3,1,1,有,無,1700000,27737,,0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLMKRHNFFBE98CA
前鎮區,房地(土地+建物),高雄市前鎮區中山二路181~210號,5.41,商,,,1070720,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,72.33,1,1,1,有,有,5500000,76040,,0,0,,RPQOMLRKQHNFFCE88CA
小港區,房地(土地+建物),高雄市小港區孝先街14巷1~30號,24.64,住,,,1070717,土地1建物1車位0,一層，二層，騎樓,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,701201,89.4,2,2,2,有,無,3060000,34228,,0,0,,RPQNMLLLQHNFFCE28CA
三民區,房地(土地+建物),高雄市三民區堅如路1~30號,145,住,,,1070625,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1061127,440.14,5,2,6,有,無,34680000,78793,,0,0,,RPQNMLOKQHNFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區大福街241~270號,24.05,住,,,1070705,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820811,145.45,4,2,2,有,有,5200000,35751,坡道平面,0,0,有增建,RPTNMLOKQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區晉元街1~30號,56,住,,,1070716,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,610328,92.25,4,2,3,有,無,9350000,101355,,0,0,,RPWNMLOKQHNFFDE56CA
三民區,房地(土地+建物),高雄市三民區建國一路402巷8弄1~30號,47.47,住,,,1070726,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580515,110.63,3,2,2,有,無,3060000,27660,,0,0,,RPQPMLOKQHNFFDE78CA
三民區,房地(土地+建物),高雄市三民區建國三路301~330號,56,商,,,1070716,土地1建物1車位0,全,三層,透天厝,,加強磚造,501025,155.64,3,2,2,有,無,15700000,100874,,0,0,含增建或未登記建物。;,RPUPMLPKQHNFFDE66CA
三民區,房地(土地+建物),高雄市三民區民族一路691~720號,9.02,住,,,1070723,土地1建物1車位0,十七層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840906,107.11,3,2,2,有,有,4350000,40612,,0,0,,RPXNMLRKQHNFFDE96CA
三民區,房地(土地+建物),高雄市三民區裕誠路61~90號,12.39,住,,,1070512,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860709,119.22,3,2,1,有,有,4660000,39087,,0,0,,RPSNMLRKQHNFFDE09CA
三民區,房地(土地+建物),高雄市三民區大昌二路241~270號,3.62,商,,,1070724,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880731,44.78,1,1,1,有,無,1800000,40197,,0,0,,RPRNMLLLQHNFFDE48CA
三民區,房地(土地+建物),高雄市三民區大昌二路91~120號,10.4,住,,,1070716,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940613,120.25,3,2,2,有,有,5900000,49064,,0,0,二親等買賣,RPUOMLLLQHNFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區淵源街1~30號,16.66,商,,,1070703,土地2建物1車位1,十四層，電梯樓梯間,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841229,159.47,4,2,2,有,有,7600000,47658,坡道平面,0,0,,RPUNMLMLQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區南台路195巷1~30號,3,商,,,1070705,土地1建物1車位0,十四層,二十五層,套房(1房1廳1衛),商業用,鋼骨鋼筋混凝土造,870929,39.66,1,1,1,有,有,1530000,38578,,0,0,,RPROMLNLQHNFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區文濱路17巷1~30號,21.76,住,,,1070706,土地1建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070110,154.91,3,2,2,有,有,10600000,73990,坡道平面,36.65,1850000,,RPTOMLRLQHNFFDE76CA
三民區,房地(土地+建物)+車位,高雄市三民區臥龍路61~90號,3.65,住,,,1070511,土地2建物1車位1,地下一層，地下二層,十七層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,790927,38.74,0,0,0,無,有,1450000,0,坡道平面,38.74,1450000,"單獨車位交易。;主要用途為辦公室,店鋪,目前作為停車位使用",RPPOMLOJRHNFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區大順二路631~660號,5.63,住,,,1070726,土地1建物1車位1,十二層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850325,62.8,3,2,2,有,有,2550000,40605,坡道平面,0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLKKRHNFFDE78CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路271~300號,12.67,住,,,1070720,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950505,118.22,3,2,2,有,有,7180000,60734,坡道機械,7.47,0,,RPXNMLOKQHNFFEE76CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區金和街168巷31~60號,11.11,住,,,1061205,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070606,127.89,2,1,2,有,有,5200000,40975,坡道平面,32.71,1300000,預售屋,RPWPMLOKQHNFFEE86CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區金和街168巷31~60號,11.11,住,,,1061119,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070606,127.89,2,1,2,有,有,5420000,44127,坡道平面,32.71,1220000,預售屋,RPXPMLOKQHNFFEE96CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區金和街168巷61~90號,13.93,住,,,1061119,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070606,152.78,3,1,2,有,有,6080000,40476,坡道平面,32.71,1220000,預售屋,RPOQMLOKQHNFFEE78CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區金和街168巷61~90號,13.93,住,,,1061224,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070606,152.78,3,1,2,有,有,6180000,40643,坡道平面,32.71,1300000,預售屋,RPPQMLOKQHNFFEE88CA
楠梓區,房地(土地+建物),高雄市楠梓區加仁路211~240號,227.49,住,,,1070706,土地5建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,991217,412,6,2,6,有,無,28000000,67961,,0,0,親友、員工或其他特殊關係間之交易。;,RPTRMLOKQHNFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區重立路146巷1~30號,15.74,住,,,1070802,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,880616,132.08,3,2,2,有,有,6600000,49970,坡道機械,13.61,0,,RPTOMLPKQHNFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路220巷87弄1~30號,20.99,住,,,1070801,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860529,129.18,3,2,2,有,有,4350000,33674,,0,0,,RPTQMLKLQHNFFEE98CA
左營區,房地(土地+建物),高雄市左營區太華街211~240號,17.71,住,,,1070719,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811017,96.95,3,2,2,有,有,4120000,42496,,0,0,部分陽台外推次臥,RPQPMLLLQHNFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區安民街211~240號,65.67,住,,,1070615,土地1建物1車位0,全,四層,透天厝,住家用,見其它登記事項,930813,157.64,4,2,2,有,無,7500000,47577,,0,0,,RPWOMLNJRHNFFEE66CA
左營區,房地(土地+建物),高雄市左營區和光街68巷47弄1~30號,64,住,,,1070722,土地1建物1車位0,全,二層,透天厝,,加強磚造,651117,78.3,4,2,2,有,無,5500000,70243,,0,0,,RPPNMLRJRHNFFEE88CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興楠路151巷31~60號,30.17,住,,,1070723,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,見使用執照,891215,150.37,3,2,2,有,無,4180000,27798,坡道平面,0,0,,RPSNMLKKRHNFFEE58CA
岡山區,房地(土地+建物),高雄市岡山區公園西路1~30號,19.34,住,,,1070731,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830410,153.81,4,2,2,有,無,5100000,33158,,0,0,,RPSNMLOKQHNFFFE98CA
岡山區,房地(土地+建物),高雄市岡山區大勇街1~30號,15.84,住,,,1070719,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810120,95.08,3,2,2,有,無,2300000,24190,,0,0,,RPSOMLOKQHNFFFE09CA
岡山區,房地(土地+建物),高雄市岡山區本洲路331~360號,128.65,,一般農業區,甲種建築用地,1070710,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,670201,109.06,3,2,1,有,無,4200000,38511,,0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLNLQHNFFFE98CA
岡山區,房地(土地+建物),高雄市岡山區竹圍北街133巷1~30號,19.98,住,,,1070724,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830120,111.84,3,2,2,有,有,2600000,23247,,0,0,,RPSNMLKMQHNFFFE78CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路31~60號,32.16,住,,,1070801,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060821,237.08,4,2,2,有,有,14250000,60106,坡道平面,20.17,0,,RPXNMLQJRHNFFFE07CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路61~90號,28.39,住,,,1070801,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060821,211.66,4,2,2,有,有,9980000,47151,坡道平面,20.17,0,,RPOOMLQJRHNFFFE88CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路61~90號,28.45,住,,,1070801,土地1建物1車位2,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060821,231.1,4,2,2,有,有,10200000,44137,坡道平面,39.61,0,,RPPOMLQJRHNFFFE98CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路31~60號,38.96,住,,,1070723,土地1建物1車位2,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060821,301.85,4,2,2,有,有,12800000,42405,坡道平面,39.61,0,,RPUNMLQJRHNFFFE76CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路61~90號,28.68,住,,,1070723,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060821,213.31,4,2,2,有,有,10380000,48662,坡道平面,20.17,0,,RPVNMLQJRHNFFFE86CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武慶二路56巷38弄1~30號,23.81,住,,,1070807,土地1建物2車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810512,133.53,3,2,2,有,有,2200000,16476,坡道平面,13.96,0,親友、員工或其他特殊關係間之交易。;,RPPNMLOKQHNFFGE78CA
鳳山區,房地(土地+建物),高雄市鳳山區五甲二路310巷1~30號,19.9,住,,,1070726,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691205,52.27,3,1,2,有,無,1250000,23914,,0,0,,RPROMLOKQHNFFGE09CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區五甲一路721~750號,14.31,住,,,1070707,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,970401,139.31,3,2,2,有,有,5850000,41993,坡道機械,0,0,,RPUOMLOKQHNFFGE76CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷31~60號,13.56,住,,,1070723,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060803,91.36,2,1,1,有,有,6710000,68691,坡道平面,6.05,850000,,RPQNMLKLQHNFFGE58CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷31~60號,14.94,住,,,1070709,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060803,100.93,2,1,1,有,有,6250000,57968,坡道平面,6.05,750000,,RPSNMLKLQHNFFGE78CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷31~60號,14.94,住,,,1070714,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060803,100.78,2,1,1,有,有,6970000,64605,坡道平面,6.05,850000,,RPROMLKLQHNFFGE78CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳甲二街151~180號,27.77,住,,,1070806,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,900314,138.15,3,2,2,有,有,5200000,37640,坡道平面,0,0,,RPPNMLLLQHNFFGE58CA
大樹區,房地(土地+建物),高雄市大樹區九曲里瓦厝街1~30號,466.94,工,,,1060626,土地2建物1車位0,一層,一層,工廠,見其他登記事項,見其他登記事項,1070613,275.61,0,0,0,無,無,12710000,,,0,0,,RPTNMLLLQHNFFGE98CA
鳳山區,房地(土地+建物),高雄市鳳山區永安街61~90號,67,住,,,1070515,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,690301,139.15,4,2,3,有,無,6800000,48868,,0,0,,RPTNMLNJRHNFFGE09CA
仁武區,房地(土地+建物)+車位,高雄市仁武區新鴻街61~90號,78.55,住,,,1070723,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,880107,163,5,2,3,有,無,8250000,50613,一樓平面,0,0,,RPTNMLOKQHNFFIE76CA
仁武區,房地(土地+建物),高雄市仁武區八德二路96巷1~30號,70.39,農,,,1070627,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,640530,92.52,3,2,1,有,無,2900000,31345,,0,0,含增建或未登記建物。;,RPWOMLOKQHNFFIE17CA
仁武區,房地(土地+建物),高雄市仁武區華北街1~30號,30.4,住,,,1070715,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750622,91.61,3,1,1,有,無,1500000,16374,,0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLRKQHNFFIE17CA
大社區,房地(土地+建物),高雄市大社區民生路1~30號,13.95,商,,,1070714,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840817,120.38,3,2,1,有,有,3200000,26582,,0,0,,RPQNMLSKQHNFFIE86CA
仁武區,房地(土地+建物),高雄市仁武區永仁街151~180號,116.95,住,,,1070701,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,941206,256.27,5,2,4,有,無,14280000,55722,,0,0,,RPXNMLTLQHNFFIE77CA
大社區,房地(土地+建物),高雄市大社區學府路225巷5弄31~60號,43.55,,山坡地保育區,丙種建築用地,1070627,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851008,119.31,3,2,2,有,有,4410000,36963,,0,0,,RPPOMLTLQHNFFIE07CA
仁武區,房地(土地+建物)+車位,高雄市仁武區同和路1~30號,34.69,住,,,1070806,土地3建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060120,182.66,4,2,2,有,有,9200000,50367,坡道平面,25,0,,RPPNMLLJRHNFFIE68CA
阿蓮區,房地(土地+建物),高雄市阿蓮區仁愛路1250巷1~30號,77.81,,特定農業區,甲種建築用地,1070802,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,800301,122.96,5,1,2,有,無,3600000,29278,,0,0,,RPWNMLOKQHNFFJE17CA
路竹區,房地(土地+建物),高雄市路竹區三公路121~150號,298.27,,鄉村區,乙種建築用地,1070723,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,650628,175.64,5,2,3,有,無,6000000,34161,,0,0,,RPQOMLOKQHNFFJE66CA
路竹區,房地(土地+建物),高雄市路竹區福德街9巷1~30號,115.54,住,,,1060220,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070507,201.47,4,3,3,有,無,9530000,47302,,0,0,,RPQNMLKLQHNFFJE88CA
美濃區,房地(土地+建物),高雄市美濃區廣興街511~540號,95,農,,,1070701,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,740118,102.47,2,2,2,有,無,2500000,24397,,0,0,,RPQNMLOKQHNFFKE66CA
林園區,房地(土地+建物),高雄市林園區上林街1~30號,22.69,住,,,1070715,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821209,107.56,3,2,2,有,無,1865000,17339,,0,0,,RPPOMLOKQHNFFLE76CA
大寮區,房地(土地+建物),高雄市大寮區鳳林一路300巷1~30號,30.77,住,,,1070728,土地1建物1車位0,一層，二層，三層,十層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,871001,167.1,4,2,3,有,無,3100000,18552,,0,0,,RPPPMLRKQHNFFLE17CA
林園區,房地(土地+建物),高雄市林園區鳳林路三段841~870號,71.52,住,,,1070707,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,720918,144.39,4,2,3,有,無,4800000,33243,,0,0,含增建或未登記建物。;,RPQNMLLLQHNFFLE56CA
鹽埕區,建物,高雄市鹽埕區北斗街1~30號,0,,,,1070728,土地0建物1車位0,九層,十六層,套房(1房1廳1衛),,鋼筋混凝土造,750217,36.64,1,1,1,有,有,320000,8734,,0,0,,RPRNMLNKQHNFFAE38DA
苓雅區,房地(土地+建物),高雄市苓雅區建國一路200巷4弄1~30號,40.39,住,,,1070801,土地2建物2車位0,一層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,740112,92.14,3,2,2,有,無,4400000,47753,,0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLRKQHNFFBE68DA
三民區,房地(土地+建物),高雄市三民區延吉街1巷1~30號,26.15,住,,,1070620,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671216,54.9,3,1,1,有,無,2050000,37341,,0,0,,RPPNMLQKQHNFFDE78DA
楠梓區,房地(土地+建物),高雄市楠梓區土庫路211~240號,78,住,,,1070717,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,940629,208.3,4,2,4,有,無,11500000,55209,,0,0,,RPOPMLOKQHNFFEE78DA
大寮區,房地(土地+建物),高雄市大寮區內厝路391~420號,21.64,住,,,1070719,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,137.06,3,2,2,有,無,2725000,19882,,0,0,,RPVNMLOKQHNFFLE37DA
新興區,房地(土地+建物),高雄市新興區南華橫一路31~60號,24.25,商,,,1070715,土地1建物1車位0,一層，二層，騎樓,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,780414,131.91,1,2,2,有,有,6600000,50034,,0,0,,RPPNMLSKPHNFFBE88CD
苓雅區,房地(土地+建物),高雄市苓雅區民權一路96巷31~60號,23.53,住,,,1070707,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,680126,72.67,3,2,2,有,無,2750000,37842,,0,0,含增建6樓,RPPNMLSJQHNFFBE88CD
左營區,房地(土地+建物)+車位,高雄市左營區保靖街121~150號,12.94,商,,,1070710,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840717,132,3,2,2,有,無,6150000,46591,坡道機械,0,0,,RPQNMLLMPHNFFEE78CD
鳳山區,房地(土地+建物),高雄市鳳山區頂興街91~120號,72.32,住,,,1070602,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1070104,208.3,6,2,4,有,無,13260000,63658,,0,0,,RPPNMLQJQHNFFGE56CD
左營區,房地(土地+建物),高雄市左營區榮總路271~300號,117.87,住,,,1070724,土地1建物1車位0,全,四層,透天厝,住商用,見使用執照,911219,291.89,0,0,0,無,無,17507448,59980,,0,0,,RPSNMLKKQHNFFEE78CD
大寮區,房地(土地+建物),高雄市大寮區濃公路151~180號,20.59,住,,,1070801,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830729,109.03,3,1,2,有,無,1500000,13758,,0,0,,RPQNMLTLQHNFFLE47DA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山二路182巷9弄1~30號,78.81,住,,,1070726,土地3建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,920128,170.26,4,2,3,有,無,9300000,54622,,0,0,,RPPNMLKKQHNFFAE08CD
燕巢區,房地(土地+建物),高雄市燕巢區鳳雄里鳳西巷1~30號,50.78,住,,,1070807,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,630201,72.38,2,2,2,有,無,596756,8245,,0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLPKQHNFFFE86DA
前鎮區,房地(土地+建物),高雄市前鎮區瑞賢街31~60號,65.67,住,,,1070615,土地1建物1車位0,全,一層,透天厝,,磚造,531018,14.83,2,1,1,有,無,3383350,228142,,0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLPKQHNFFCE66DA
大寮區,房地(土地+建物),高雄市大寮區內厝路391~420號,19.1,住,,,1070717,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,119.11,4,2,2,有,無,2500000,20989,,0,0,,RPVOMLRKQHNFFLE67CA
林園區,房地(土地+建物),高雄市林園區東林西路301~330號,63.5,住,,,1070627,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,690326,134.76,3,2,3,有,無,7000000,51944,,0,0,二親等間之買賣,RPVNMLPKQHNFFLE37CA
大寮區,房地(土地+建物),高雄市大寮區萬丹路416巷1~30號,60,工,,,1070717,土地1建物1車位0,全,三層,透天厝,見使用執照,鋼筋混凝土造,821224,144.4,4,2,3,有,無,4500000,31163,,0,0,,RPVNMLQKQHNFFLE47CA
林園區,房地(土地+建物),高雄市林園區林園南路34巷18弄1~30號,59,住,,,1070720,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,631001,106.94,4,2,3,有,無,3000000,28053,,0,0,,RPOOMLOKQHNFFLE66CA
大寮區,房地(土地+建物),高雄市大寮區永芳路31~60號,21.48,住,,,1070723,土地2建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840509,121.59,3,2,2,有,有,2000000,16449,,0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLRLQHNFFLE57CA
美濃區,房地(土地+建物),高雄市美濃區自強街一段101巷1~30號,178.44,住,,,1070701,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070418,227.51,5,2,5,有,無,8800000,38680,,0,0,,RPPNMLPKQHNFFKE66CA
美濃區,房地(土地+建物),高雄市美濃區合和路3巷1~30號,76.82,住,,,1070601,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,700129,90.72,3,1,2,有,無,2300000,25353,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPQNMLPKQHNFFKE76CA
湖內區,房地(土地+建物),高雄市湖內區東方路1~30號,4.27,住,,,1070725,土地1建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,821215,30.66,1,1,1,有,無,600000,19569,,0,0,,RPPNMLKLQHNFFJE78CA
路竹區,房地(土地+建物),高雄市路竹區寧安街51巷1~30號,91.38,住,,,1070712,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,791012,170.25,4,2,3,有,無,6280000,36887,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLNLQHNFFJE66CA
茄萣區,房地(土地+建物),高雄市茄萣區金鑾路61~90號,94.63,住,,,1070414,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070104,187.94,4,1,3,有,無,8180000,43525,,0,0,,RPVNMLMLQHNFFJE96CA
茄萣區,房地(土地+建物),高雄市茄萣區金鑾路61~90號,92.9,住,,,1060820,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070104,187.94,4,1,3,有,無,8100000,43099,,0,0,,RPWNMLMLQHNFFJE07CA
茄萣區,房地(土地+建物),高雄市茄萣區金鑾路61~90號,90.3,住,,,1070526,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070104,187.94,4,1,3,有,無,8020000,42673,,0,0,,RPPOMLMLQHNFFJE09CA
湖內區,房地(土地+建物),高雄市湖內區中山路一段284巷31~60號,115.16,住,,,1070716,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,941115,207.72,5,2,4,有,無,7200000,34662,,0,0,,RPOOMLPKQHNFFJE56CA
路竹區,房地(土地+建物),高雄市路竹區中山路1157巷61~90號,103.67,住,,,1060104,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060213,194.14,5,2,4,有,無,9360000,48213,,0,0,建設公司簽約案件,RPSNMLQKQHNFFJE96CA
路竹區,房地(土地+建物),高雄市路竹區中山路1157巷61~90號,97.49,住,,,1050603,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060213,186.59,4,2,4,有,無,9800000,52522,,0,0,建設公司簽約案件,RPUNMLQKQHNFFJE17CA
路竹區,房地(土地+建物),高雄市路竹區中山路1157巷61~90號,103.71,住,,,1050204,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060213,194.51,5,2,4,有,無,9870000,50743,,0,0,建設公司簽約案件,RPVNMLQKQHNFFJE27CA
