鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
鳳山區,房地(土地+建物),高雄市鳳山區鳳燕一街121~150號,15.9,住,,,1070918,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060925,95.36,2,1,1,有,有,5590000,58620,,0,0,,RPSNMLMLIINFFGE28CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳燕一街121~150號,18.33,住,,,1070713,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060925,110.08,2,1,1,有,有,6210000,56414,坡道機械,0,0,,RPQNMLMLIINFFGE08CA
鳳山區,房地(土地+建物),高雄市鳳山區真君路42巷1~30號,84.13,住,,,1070930,土地2建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,930505,199.35,4,2,3,有,無,6700000,33609,,0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLTKIINFFGE78CA
鳳山區,房地(土地+建物),高雄市鳳山區鳳東里鳳東六街61~90號,112.87,住,,,1070930,土地1建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,1061213,322.95,5,1,5,有,無,22500000,69670,,0,0,,RPSNMLTKIINFFGE88CA
鳳山區,房地(土地+建物),高雄市鳳山區五福一路91~120號,113,住,,,1070915,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,930108,202.34,4,2,3,有,無,8000000,39537,,0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLSKIINFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區裕昌街31~60號,67,住,,,1070920,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,600723,126.8,3,2,2,有,無,5800000,45741,,0,0,,RPWOMLTKIINFFGE76CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區立德街151~180號,10.4,商,,,1070926,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001101,140.47,3,2,2,有,有,5000000,35595,坡道機械,12.97,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLLIINFFGE87CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武松街151~180號,17.42,住,,,1070920,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820318,112.24,3,2,2,有,有,4600000,40984,坡道平面,0,0,,RPPOMLTLIINFFGE78CA
鳳山區,房地(土地+建物),高雄市鳳山區文龍東路31~60號,132.44,住,,,1070912,土地1建物1車位0,全,五層,透天厝,住家用,見其他登記事項,1070207,368.37,6,2,6,有,無,29000000,78725,,0,0,含保全設備、採光罩工程134萬,RPPNMLQLIINFFGE38CA
大樹區,房地(土地+建物),高雄市大樹區建村街105巷31~60號,101.42,住,,,1071008,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,700315,129.15,4,2,2,有,無,2000000,15486,,0,0,親友、員工或其他特殊關係間之交易。;,RPVQMLTLIINFFGE96CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段271~300號,30.83,住,,,1071001,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,940630,192.01,3,2,2,有,無,8200000,42706,,0,0,,RPQNMLRJJINFFGE48CA
大寮區,房地(土地+建物)+車位,高雄市大寮區民泰街61~90號,25.83,住,,,1070910,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850516,143.41,4,2,2,有,有,3990000,27822,坡道平面,0,0,,RPQNMLPKIINFFLE09CD
美濃區,房地(土地+建物),高雄市美濃區仁愛街61~90號,199,,特定農業區,甲種建築用地,1070917,土地1建物1車位0,全,二層,透天厝,農舍,鋼筋混凝土加強磚造,680511,175.06,7,2,6,有,無,5000000,28562,,0,0,,RPPNMLQLIINFFKE78CA
大寮區,房地(土地+建物),高雄市大寮區內厝路271~300號,14.01,住,,,1071001,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,93.88,3,2,2,有,無,2160000,23008,,0,0,,RPQNMLRJJINFFLE98CA
林園區,房地(土地+建物),高雄市林園區林園北路495巷79弄1~30號,75,住,,,1070624,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1070108,195.86,5,2,4,有,無,9800000,50036,,0,0,,RPTOMLKMIINFFLE88CA
大寮區,房地(土地+建物),高雄市大寮區大德街1~30號,135.91,住,,,1070828,土地3建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,790930,313.28,5,2,5,有,無,7000000,22344,,0,0,含增建或未登記建物。;,RPQNMLTKIINFFLE56CA
大寮區,房地(土地+建物),高雄市大寮區民族路256巷31~60號,26.03,住,,,1071011,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,700510,30.24,3,2,2,有,無,800000,26455,,0,0,"親友、員工或其他特殊關係間之交易。;姐弟間買賣件,未訂私契,價金雙方自行慢慢交付,貸款買方承受繳納.",RPRNMLOLIINFFLE88CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁義街1~30號,8.33,商,,,1070915,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930303,92.17,2,1,1,有,有,6700000,72692,坡道平面,9.93,0,,RPQNMLMKIINFFBE77CD
新興區,房地(土地+建物),高雄市新興區明莊里六合二路31~60號,3.47,商,,,1070910,土地1建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830610,40.43,1,0,1,有,有,1750000,43285,,0,0,,RPPNMLPKIINFFBE97CD
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路151~180號,41.3,住,,,1070918,土地1建物1車位2,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980514,460.4,5,2,3,有,有,42000000,91225,坡道平面,0,0,,RPPNMLQKIINFFBE08CD
前鎮區,房地(土地+建物),高雄市前鎮區興中里民權二路331~360號,7.21,住,,,1070920,土地2建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,670811,66.23,2,1,1,有,有,1900000,28688,,0,0,,RPPNMLMKIINFFCE77CD
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路451~480號,13.47,商,,,1070924,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830903,168.8,4,2,2,有,無,5320000,31517,坡道平面,0,0,,RPSOMLTLIINFFDE88DA
三民區,房地(土地+建物),高雄市三民區水源路121~150號,10.3,住,,,1070829,土地3建物1車位0,五層，電梯樓梯間,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830628,64.8,2,1,2,有,有,1476000,22778,,0,0,持分所有，產權不完整,RPTOMLOLIINFFDE48DA
左營區,房地(土地+建物)+車位,高雄市左營區文育路181~210號,19.95,住,,,1070918,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,870209,157.57,3,1,2,有,有,6900000,42378,坡道機械,6.55,500000,親友、員工或其他特殊關係間之交易。;,RPQOMLTKIINFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區保靖街31~60號,9.27,商,,,1070828,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031104,117.57,3,1,1,有,有,8300000,70596,坡道平面,17.62,0,,RPXNMLTKIINFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路126巷1~30號,9.09,商,,,1070925,土地1建物1車位0,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020529,116.99,3,2,2,有,有,5850000,50004,,0,0,,RPSNMLSKIINFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區榮德街1~30號,8.69,住,,,1070925,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1001202,104.61,2,1,1,有,有,5710000,54584,坡道平面,15.51,0,,RPRNMLMLIINFFEE97CA
左營區,房地(土地+建物),高雄市左營區政德路601~630號,11.82,住,,,1070730,土地1建物1車位0,一層，二層，騎樓，夾層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,850628,117.01,0,0,0,無,有,4000000,34185,,0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLMLIINFFEE08CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路271~300號,11.89,住,,,1070909,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,87.2,2,1,1,有,有,5000000,57339,,0,0,,RPSNMLSLIINFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路271~300號,10.71,住,,,1070728,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,78.42,2,1,1,有,有,4700000,59934,,0,0,,RPQNMLSLIINFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路241~270號,22.4,住,,,1070808,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,164.3,3,2,2,有,有,7800000,47474,坡道平面,24.62,0,,RPRQMLQLIINFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路271~300號,11.89,住,,,1070920,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,87.2,2,1,1,有,有,5370000,61583,,0,0,含裝潢,RPSQMLQLIINFFEE78CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路241~270號,19.09,住,,,1070916,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,139.91,3,2,2,有,有,7200000,51462,,0,0,,RPTQMLQLIINFFEE88CA
楠梓區,房地(土地+建物),高雄市楠梓區興楠路355巷61~90號,1.8,商,,,1071004,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,960604,15.2,1,1,1,有,有,660000,43421,,0,0,,RPXPMLQLIINFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區大學七街451~480號,73.78,住,,,1070914,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,940414,187.14,6,0,6,有,無,10450000,55841,,0,0,,RPOQMLQLIINFFEE38CA
左營區,房地(土地+建物)+車位,高雄市左營區明華一路271~300號,24.91,住,,,1070927,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,890623,207.12,3,2,2,有,有,12080000,58324,坡道平面,0,0,,RPPNMLQLIINFFEE18CA
左營區,房地(土地+建物),高雄市左營區重立路421~450號,156.06,住,,,1070903,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,960326,487.61,5,2,6,有,無,42000000,86134,,0,0,,RPTOMLNLIINFFEE38CA
左營區,房地(土地+建物),高雄市左營區文川路421~450號,9.71,商,,,1070906,土地1建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860419,132.63,4,2,2,有,有,5500000,41469,,0,0,,RPTOMLOLIINFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區翠屏里德富街1~30號,39.12,住,,,1070730,土地1建物1車位2,十一層,二十層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050604,228.87,4,2,2,有,有,13770000,65075,坡道平面,59.68,2760000,,RPOPMLOKJINFFEE08CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區翠屏里德富街1~30號,33.83,住,,,1070913,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050604,199.03,4,2,2,有,有,12490000,65666,坡道平面,29.84,1380000,,RPPPMLOKJINFFEE18CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區翠屏里德豐街1~30號,18.73,住,,,1070910,土地1建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050604,110.3,2,1,1,有,有,6170000,60776,坡道平面,29.84,1280000,,RPQPMLOKJINFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區重仁路31~60號,15.93,商,,,1070717,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,920212,152.4,3,2,2,有,有,6800000,44619,坡道平面,0,0,附家電傢俱,RPROMLSJJINFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛二路422巷1~30號,11.08,住,,,1070822,土地1建物1車位1,二十一層，二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870217,150.94,3,2,2,有,有,8950000,59295,坡道平面,16.55,0,,RPROMLRJJINFFEE48CA
左營區,房地(土地+建物)+車位,高雄市左營區大中二路541~570號,19.02,住,,,1070916,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030528,196.12,4,2,2,有,有,10520000,53641,坡道平面,0,0,,RPWOMLKMIINFFEE48CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路380巷1~30號,16.72,其他,,,1070915,土地1建物1車位0,二十層，二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860107,212.89,5,2,2,有,有,6520000,30626,,0,0,,RPVNMLTLIINFFEE09CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.15,住,,,1070820,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,128.65,2,1,1,有,有,7740000,60163,坡道機械,23.01,0,,RPPNMLLKJINFFDE57CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.15,住,,,1070830,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,129.91,2,1,1,有,有,8790000,67662,坡道平面,24.28,0,,RPQNMLLKJINFFDE67CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,12.49,住,,,1070728,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,154.34,3,2,2,有,有,10010000,64857,坡道平面,24.28,0,,RPRNMLLKJINFFDE77CA
三民區,房地(土地+建物),高雄市三民區通化街1~30號,10.23,住,,,1070802,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,106.46,2,1,2,有,有,8020000,75333,,0,0,,RPSNMLLKJINFFDE87CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.15,住,,,1070813,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,129.91,2,1,1,有,有,8690000,66892,坡道平面,24.28,0,,RPTNMLLKJINFFDE97CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,12.76,住,,,1070801,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,157.14,3,2,2,有,有,10180000,64783,坡道平面,24.28,0,,RPUNMLLKJINFFDE08CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,9.33,住,,,1070819,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,121.24,2,1,2,有,有,8120000,66975,坡道平面,24.28,0,,RPVNMLLKJINFFDE18CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,9.33,住,,,1070826,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,121.24,2,1,2,有,有,8090000,66727,坡道平面,24.28,0,,RPWNMLLKJINFFDE28CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.23,住,,,1070822,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,129.47,2,1,2,有,有,7760000,59937,坡道機械,23.01,0,,RPXNMLLKJINFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.23,住,,,1070829,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,130.74,2,1,2,有,有,9820000,75111,坡道平面,24.28,0,,RPOOMLLKJINFFDE57CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,12.49,住,,,1070811,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,154.34,3,2,2,有,有,10650000,69003,坡道平面,24.28,0,,RPPOMLLKJINFFDE67CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,12.49,住,,,1070725,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,152.27,3,2,2,有,有,10440000,68562,坡道平面,22.21,0,,RPQOMLLKJINFFDE77CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,10.15,住,,,1070905,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,128.65,2,1,1,有,有,8350000,64905,坡道機械,23.01,0,,RPROMLLKJINFFDE87CA
三民區,房地(土地+建物),高雄市三民區通化街1~30號,8.87,住,,,1070729,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,92.39,2,1,1,有,有,6310000,68297,,0,0,,RPTOMLLKJINFFDE08CA
三民區,房地(土地+建物)+車位,高雄市三民區通化街1~30號,13.19,住,,,1070831,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1070706,161.61,3,2,2,有,有,10340000,63981,坡道平面,24.28,0,,RPWNMLNKJINFFDE48CA
三民區,房地(土地+建物),高雄市三民區鼎泰街121~150號,137.51,住,,,1070927,土地2建物1車位0,全,三層,透天厝,,鋼筋混凝土造,670316,287.1,3,4,3,有,無,23700000,82550,,0,0,建物外牆重新拉皮,RPROMLKMIINFFDE87CA
三民區,房地(土地+建物),高雄市三民區民族一路374巷1~30號,48.17,商,,,1070925,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,570410,72.15,4,2,2,有,無,4100000,56826,,0,0,含增建或未登記建物。;,RPQOMLLJJINFFDE67CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路511~540號,15.33,住,,,1070926,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880209,208.62,4,2,2,有,有,8550000,40984,坡道平面,0,0,,RPSOMLLJJINFFDE87CA
三民區,房地(土地+建物),高雄市三民區惠德街1~30號,67,商,,,1070926,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,670807,164.85,5,1,4,有,無,11000000,66727,,0,0,含增建或未登記建物。;,RPVOMLOLIINFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎貴路181~210號,29.48,商,,,1070925,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890216,151.28,4,2,1,有,有,6550000,43297,坡道平面,0,0,,RPQOMLOLIINFFDE08CA
三民區,房地(土地+建物),高雄市三民區忠孝一路511~540號,4.58,商,,,1071005,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840410,40.61,1,1,1,有,有,1200000,29549,,0,0,受債權債務影響或債務抵償之交易。;,RPQNMLOLIINFFDE97CA
三民區,房地(土地+建物),高雄市三民區天祥一路159巷1~30號,8.11,住,,,1071002,土地2建物1車位0,一層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960430,27.33,1,1,1,有,有,1700000,62203,,0,0,含增建或未登記建物。;,RPWNMLNLIINFFDE48CA
三民區,房地(土地+建物),高雄市三民區大順二路961~990號,3.47,商,,,1071005,土地2建物1車位0,五層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,810916,42.75,1,1,1,有,無,1600000,37427,,0,0,,RPVOMLNLIINFFDE48CA
三民區,房地(土地+建物)+車位,高雄市三民區黃興路61~90號,44.05,住,,,1070926,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030826,311.15,4,2,2,有,有,21080000,67749,坡道平面,62.82,0,,RPSOMLMLIINFFDE08CA
三民區,房地(土地+建物),高雄市三民區陽明路505巷31~60號,60,住,,,1070928,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,751121,146.16,7,2,3,有,無,7100000,48577,,0,0,含增建或未登記建物。,RPQNMLLLIINFFDE67CA
三民區,房地(土地+建物)+車位,高雄市三民區義明街1~30號,10.85,商,,,1070922,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900418,156.5,3,2,2,有,有,7000000,44728,坡道平面,0,0,,RPXOMLTKIINFFDE56CA
三民區,房地(土地+建物),高雄市三民區陽明路151~180號,15.15,商,,,1070914,土地1建物1車位0,一層，二層，三層，騎樓,十二層,店面(店鋪),,鋼筋混凝土造,780323,149.16,0,0,2,無,無,17700000,118665,,0,0,,RPWNMLTKIINFFDE98CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路361~390號,24.39,商,,,1070722,土地1建物1車位2,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960509,309.06,4,2,2,有,有,20000000,65054,坡道平面,47.74,3000000,含增建或未登記建物。登記兩人。,RPUNMLNLIINFFCE18CA
小港區,房地(土地+建物),高雄市小港區松崗路114巷1~30號,24.72,住,,,1070929,土地1建物1車位0,三層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670503,61.44,2,2,1,有,無,1030000,16764,,0,0,,RPPNMLSKIINFFCE08CA
小港區,房地(土地+建物),高雄市小港區高坪七十二街1~30號,216.54,住,,,1071012,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050810,379.04,6,3,6,有,無,24200000,63846,,0,0,,RPPNMLTKIINFFCE18CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040503,土地0建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,145.01,3,2,2,有,有,7390000,53267,坡道平面,24.86,990000,1.地上權案件2.房地交易總價內含地上權權利價值222萬元3.名字有難字,RPXPMLLJJINFFCE38CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040503,土地0建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,145.01,3,2,2,有,有,7390000,53267,坡道平面,24.86,990000,1.地上權案件2.房地交易總價內含地上權權利價值222萬元3.名字有難字,SPXPMLLJJINFFCE48CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040306,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,107.99,2,1,1,有,有,5780000,56177,坡道平面,24.86,1110000,1.地上權案件2.房地交易總價內含地上權權利價值173萬元,RPPOMLLJJINFFCE47CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040306,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,145.01,3,2,2,有,有,7770000,55431,坡道平面,24.86,1110000,1.地上權案件2.房地交易總價內含地上權權利價值233萬元,SPPOMLLJJINFFCE57CA
前鎮區,房地(土地+建物),高雄市前鎮區崗山南街429巷1~30號,49,住,,,1070909,土地1建物1車位0,全,二層,透天厝,,加強磚造,631212,60.12,4,2,3,有,無,7000000,116434,,0,0,含增建或未登記建物。;翻修後三樓增建9坪,RPOQMLSJJINFFCE28CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040408,土地0建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,80.42,2,1,1,有,有,4260000,52972,,0,0,1.地上權案件2.房地交易總價內含地上權權利價值128萬元,RPVPMLLMIINFFCE38CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040108,土地0建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,107.99,2,1,1,有,有,5650000,54734,坡道平面,24.86,1100000,1.地上權案件2.房地交易總價內含地上權權利價值169萬元,RPVQMLLMIINFFCE48CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040108,土地0建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,145.01,3,2,2,有,有,7650000,53683,坡道平面,24.86,1200000,1.地上權案件2.房地交易總價內含地上權權利價值229萬元,SPVQMLLMIINFFCE58CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040108,土地0建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,122.81,2,1,1,有,有,6250000,52578,坡道平面,24.86,1100000,1.地上權案件2.房地交易總價內含地上權權利價值187萬元,TPVQMLLMIINFFCE68CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040331,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,107.99,2,1,1,有,有,5980000,58102,坡道平面,24.86,1150000,1.地上權案件2.房地交易總價內含地上權權利價值179萬元,RPXQMLLMIINFFCE68CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040331,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,145.01,3,2,2,有,有,7860000,55847,坡道平面,24.86,1150000,1.地上權案件2.房地交易總價內含地上權權利價值236萬元,SPXQMLLMIINFFCE78CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1050414,土地0建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,122.81,2,1,1,有,有,6000000,51965,坡道平面,24.86,910000,1.地上權案件2.房地交易總價內含地上權權利價值180萬元,RPORMLLMIINFFCE87CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040109,土地0建物1車位2,十層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,147.66,2,1,1,有,有,7150000,52583,坡道平面,49.72,2000000,1.地上權案件2.房地交易總價內含地上權權利價值214萬元,RPPRMLLMIINFFCE97CA
前鎮區,建物,高雄市前鎮區廣西路181~210號,0,,,,1040111,土地0建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,122.81,2,1,1,有,有,6200000,52578,坡道平面,24.86,1050000,1.地上權案件2.房地交易總價內含地上權權利價值186萬元,RPQRMLLMIINFFCE08CA
