CODE2,CODE1,CODEBASE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
A6402-25,A6402-25-008,A6402-0290-00,159.46,2.18,33130.88,45.45,12.12,33.33,275,107Y12M
A6402-26,A6402-26-003,A6402-0330-00,77.78,2.56,1937.66,68.42,10.53,57.89,550,107Y12M
A6402-27,A6402-27-001,A6402-0190-00,79.37,2.51,4798.9,43.04,31.65,11.39,36,107Y12M
A6402-27,A6402-27-002,A6402-0205-00,88.49,2.4,10943.46,50.72,39.47,11.25,28.5,107Y12M
A6402-27,A6402-27-003,A6402-0229-00,88.08,2.33,25618.73,53.81,40.68,13.14,32.29,107Y12M
A6402-27,A6402-27-003,A6402-0230-00,72.09,2.13,21994.57,49.49,37.37,12.12,32.43,107Y12M
A6402-27,A6402-27-005,A6402-0289-00,85.09,2.24,4811.32,43.54,38.78,4.76,12.28,107Y12M
A6402-27,A6402-27-005,A6402-0296-00,71.56,2.25,47095.19,43.25,36.25,7,19.31,107Y12M
A6402-28,A6402-28-001,A6402-0294-00,300,4,118.42,100,100,0,0,107Y12M
A6402-29,A6402-29-001,A6402-0281-00,84.11,2.36,31345.96,40.59,29.92,10.67,35.66,107Y12M
A6402-29,A6402-29-002,A6402-0284-00,79.45,2.42,33127.78,45.89,31.92,13.97,43.75,107Y12M
A6402-29,A6402-29-003,A6402-0283-00,84.38,2.57,3721.97,34.09,15.91,18.18,114.29,107Y12M
A6402-29,A6402-29-003,A6402-0306-00,90.08,2.37,27610.53,55.14,40.19,14.95,37.21,107Y12M
A6402-29,A6402-29-003,A6402-0308-00,82.63,2.65,27122.23,52.86,43.61,9.25,21.21,107Y12M
A6402-29,A6402-29-004,A6402-0309-00,78.52,2.3,46985.31,44.81,30.91,13.9,44.97,107Y12M
A6402-29,A6402-29-004,A6402-0310-00,111.94,2.63,12100.26,46.39,29.9,16.49,55.17,107Y12M
A6402-29,A6402-29-005,A6402-0332-00,79.91,2.29,23780.52,43.12,31.97,11.15,34.88,107Y12M
A6402-29,A6402-29-005,A6402-0334-00,87.5,2.14,15761.83,44.44,37.04,7.41,20,107Y12M
A6402-29,A6402-29-006,A6402-0372-00,79.91,2.58,44165.16,55.93,47.04,8.89,18.9,107Y12M
A6402-29,A6402-29-006,A6402-0374-00,81.13,2.91,18271.16,54.01,42.25,11.76,27.85,107Y12M
A6402-30,A6402-30-001,A6402-0297-00,104.1,2.47,16260.12,43.1,13.79,29.31,212.5,107Y12M
A6402-30,A6402-30-002,A6402-0298-00,88.75,2.67,47132.67,41.78,15.49,26.29,169.7,107Y12M
A6402-30,A6402-30-003,A6402-0300-00,81.4,3,11307.74,32.2,8.47,23.73,280,107Y12M
A6402-30,A6402-30-003,A6402-0301-00,101.02,2.81,51777.42,34.01,12.93,21.09,163.16,107Y12M
A6402-30,A6402-30-004,A6402-0314-00,114.56,2.91,33828.7,46.36,13.25,33.11,250,107Y12M
A6402-30,A6402-30-004,A6402-0316-00,91.43,2.85,33809.38,42.55,12.77,29.79,233.33,107Y12M
A6402-30,A6402-30-005,A6402-0323-00,126.21,2.48,17727.74,25.95,7.57,18.38,242.86,107Y12M
A6402-30,A6402-30-006,A6402-0324-00,122.73,2.61,6759.67,50.77,14.62,36.15,247.37,107Y12M
A6402-30,A6402-30-007,A6402-0356-00,78.79,3.47,31376.3,49.37,10.13,39.24,387.5,107Y12M
A6402-30,A6402-30-007,A6402-0358-00,77.66,2.53,32870.98,31.5,8.66,22.83,263.64,107Y12M
A6402-30,A6402-30-008,A6402-0363-00,104.89,2.28,40083.98,28.67,6.14,22.53,366.67,107Y12M
A6402-30,A6402-30-009,A6402-0348-00,93.75,2.82,6162.23,29.17,12.5,16.67,133.33,107Y12M
A6402-30,A6402-30-009,A6402-0370-00,93.67,2.83,15687.96,44.34,15.09,29.25,193.75,107Y12M
A6402-30,A6402-30-010,A6402-0364-00,91.3,2.65,26730.23,45.7,13.25,32.45,245,107Y12M
A6402-31,A6402-31-001,A6402-0313-00,90.36,2.63,29635.04,38.6,9.65,28.95,300,107Y12M
A6402-31,A6402-31-001,A6402-0315-00,100,2.37,14107.77,40,10.91,29.09,266.67,107Y12M
A6402-31,A6402-31-002,A6402-0317-00,99.18,2.7,24890.63,50,16.05,33.95,211.54,107Y12M
A6402-31,A6402-31-003,A6402-0322-00,80.61,2.66,32218.14,48.26,10.95,37.31,340.91,107Y12M
A6402-31,A6402-31-004,A6402-0327-00,101.82,2.58,59019.55,31.1,11.02,20.08,182.14,107Y12M
A6402-31,A6402-31-005,A6402-0329-00,95.76,2.43,29657.5,38.32,10.18,28.14,276.47,107Y12M
A6402-31,A6402-31-006,A6402-0335-00,95.11,2.49,130436.32,25.05,11.23,13.81,122.95,107Y12M
A6402-31,A6402-31-007,A6402-0339-00,83.15,2.51,50141.41,38.14,8.47,29.66,350,107Y12M
A6402-31,A6402-31-008,A6402-0342-00,102.76,2.6,30727.61,43.41,10.73,32.68,304.55,107Y12M
A6402-32,A6402-32-001,A6402-0295-00,92.23,2.29,43163.99,57.68,44.06,13.62,30.92,107Y12M
A6402-32,A6402-32-002,A6402-0299-00,79.36,2.37,27253.64,55.38,42.19,13.19,31.28,107Y12M
A6402-32,A6402-32-003,A6402-0311-00,90.81,2.22,59343.38,48.71,35.53,13.18,37.1,107Y12M
A6402-32,A6402-32-004,A6402-0321-00,71.76,2.42,71686.94,53.68,42.11,11.58,27.5,107Y12M
A6402-32,A6402-32-005,A6402-0333-00,92.96,2.61,37282.6,43.46,27.75,15.71,56.6,107Y12M
A6402-32,A6402-32-005,A6402-0337-00,86.67,2.55,9231.07,40,25,15,60,107Y12M
A6402-32,A6402-32-005,A6402-0338-00,129.41,2.89,24536.87,73.33,34.44,38.89,112.9,107Y12M
A6402-32,A6402-32-006,A6402-0326-00,87.5,2.32,22098.67,47.67,36.79,10.88,29.58,107Y12M
A6402-32,A6402-32-006,A6402-0344-00,140,3,1223.52,33.33,33.33,0,0,107Y12M
A6402-32,A6402-32-006,A6402-0347-00,84.55,3.17,27580.51,75,45.69,29.31,64.15,107Y12M
A6402-32,A6402-32-006,A6402-0352-00,300,1.33,553.01,100,0,100,0,107Y12M
A6402-32,A6402-32-007,A6402-0360-00,93.6,2.85,51820.42,52.75,27.52,25.23,91.67,107Y12M
A6402-32,A6402-32-008,A6402-0377-00,94.44,2.82,47376.04,37.8,18.11,19.69,108.7,107Y12M
A6402-32,A6402-32-008,A6402-0380-00,91.45,2.73,54274.62,42.68,24.2,18.47,76.32,107Y12M
A6402-32,A6402-32-008,A6402-0388-00,130.3,2.3,2723.63,43.4,22.64,20.75,91.67,107Y12M
A6402-33,A6402-33-001,A6402-0341-00,150,2.35,226.63,66.67,33.33,33.33,100,107Y12M
A6402-34,A6402-34-001,A6402-0346-00,92.76,2.8,33883.4,60.99,41.21,19.78,48,107Y12M
A6402-34,A6402-34-002,A6402-0350-00,90.48,2.55,47708.47,47.37,24.74,22.63,91.49,107Y12M
A6402-34,A6402-34-003,A6402-0357-00,101.2,2.58,92546.23,34.94,21.69,13.25,61.11,107Y12M
A6402-34,A6402-34-003,A6402-0362-00,85,2.58,27562.28,54.17,19.44,34.72,178.57,107Y12M
A6402-34,A6402-34-004,A6402-0361-00,103.21,2.77,116831.87,29.25,20.07,9.18,45.76,107Y12M
A6402-34,A6402-34-005,A6402-0378-00,86.71,2.59,30531.7,40.48,18.57,21.9,117.95,107Y12M
A6402-34,A6402-34-006,A6402-0379-00,101.27,2.9,25215.76,54.15,22.93,31.22,136.17,107Y12M
A6402-34,A6402-34-007,A6402-0384-00,108.2,3.18,31648.5,51.19,28.57,22.62,79.17,107Y12M
A6402-35,A6402-35-001,A6402-0303-00,79.45,2.44,116766.62,54.12,43.24,10.88,25.17,107Y12M
A6402-35,A6402-35-002,A6402-0305-00,84.7,2.28,81738.98,53.64,42.42,11.21,26.43,107Y12M
A6402-35,A6402-35-003,A6402-0312-00,93.15,2.46,96556.7,54.52,43.56,10.96,25.16,107Y12M
A6402-35,A6402-35-004,A6402-0318-00,74.55,2.19,130458.31,50.78,39.3,11.48,29.21,107Y12M
A6402-35,A6402-35-006,A6402-0331-00,76.81,2.22,95258.39,51.03,40.75,10.28,25.23,107Y12M
A6402-35,A6402-35-007,A6402-0343-00,80.95,2.35,91910.37,48.87,36.91,11.96,32.4,107Y12M
A6402-35,A6402-35-008,A6402-0371-00,95.21,2.57,61367.98,42.36,23.58,18.78,79.63,107Y12M
A6402-35,A6402-35-009,A6402-0406-00,113.7,2.89,1467.13,43.12,17.43,25.69,147.37,107Y12M
A6402-36,A6402-36-001,A6402-0340-00,93.65,2.2,46818.01,38.64,11.93,26.7,223.81,107Y12M
A6402-36,A6402-36-002,A6402-0349-00,83.33,2.2,44221.18,40.43,7.98,32.45,406.67,107Y12M
A6402-36,A6402-36-003,A6402-0367-00,103.74,2.56,34436.41,39.74,10.26,29.49,287.5,107Y12M
A6402-36,A6402-36-004,A6402-0369-00,82.12,2.43,34475.03,35.47,8.87,26.6,300,107Y12M
A6402-36,A6402-36-005,A6402-0359-00,109.82,2.3,54836.09,46.88,14.38,32.5,226.09,107Y12M
A6402-36,A6402-36-005,A6402-0376-00,116.87,2.69,23936.99,48.76,16.53,32.23,195,107Y12M
A6402-36,A6402-36-006,A6402-0389-00,105.32,2.57,23201.64,32.19,10.96,21.23,193.75,107Y12M
A6402-36,A6402-36-007,A6402-0391-00,97.47,2.84,39423.72,36.84,7.89,28.95,366.67,107Y12M
A6402-36,A6402-36-007,A6402-0401-00,89.04,2.71,33990.22,40.82,14.29,26.53,185.71,107Y12M
A6402-36,A6402-36-008,A6402-0392-00,110.71,2.81,37868.85,39.37,11.02,28.35,257.14,107Y12M
A6402-36,A6402-36-008,A6402-0394-00,111.49,2.92,29248.39,31.43,7.14,24.29,340,107Y12M
A6402-36,A6402-36-009,A6402-0390-00,93.81,3.08,26839.01,46.98,14.77,32.21,218.18,107Y12M
A6402-36,A6402-36-009,A6402-0403-00,93.75,3.1,36934.21,33.81,14.39,19.42,135,107Y12M
A6402-37,A6402-37-001,A6402-0402-00,82.14,1.96,839.04,45.71,8.57,37.14,433.33,107Y12M
A6402-38,A6402-38-001,A6402-0366-00,75.81,1.97,41814.74,35.65,26.46,9.19,34.74,107Y12M
A6402-38,A6402-38-002,A6402-0373-00,84.82,2.44,152242.24,34.76,21.72,13.05,60.08,107Y12M
A6402-38,A6402-38-003,A6402-0385-00,84.49,2.59,28875.77,43.15,33.2,9.96,30,107Y12M
A6402-38,A6402-38-004,A6402-0396-00,93.08,2.31,30074.87,49.3,37.75,11.55,30.6,107Y12M
A6402-38,A6402-38-005,A6402-0398-00,93.75,2.82,1973.06,45.31,28.13,17.19,61.11,107Y12M
A6402-38,A6402-38-005,A6402-0416-00,115.15,2.73,2019.39,36.54,15.38,21.15,137.5,107Y12M
A6402-39,A6402-39-001,A6402-0383-00,100,2.36,23645.17,41.55,33.8,7.75,22.92,107Y12M
A6402-39,A6402-39-002,A6402-0386-00,76.26,2.34,87526.39,56.19,44.06,12.13,27.53,107Y12M
A6402-39,A6402-39-003,A6402-0399-00,81.06,2.27,58900.46,42.67,34.03,8.64,25.38,107Y12M
A6402-39,A6402-39-004,A6402-0404-00,71.2,2.2,61901.25,44.93,32.33,12.6,38.98,107Y12M
A6402-39,A6402-39-005,A6402-0400-00,82.12,2.41,35247.16,51.38,31.74,19.63,61.85,107Y12M
A6402-39,A6402-39-005,A6402-0411-00,85.27,2.4,15951.79,41.25,31.07,10.18,32.77,107Y12M
A6402-39,A6402-39-006,A6402-0408-00,89.92,3.02,10159.85,60.13,47.71,12.42,26.03,107Y12M
A6402-39,A6402-39-006,A6402-0412-00,84.32,2.09,17092.24,42.08,30.42,11.67,38.36,107Y12M
A6402-39,A6402-39-007,A6402-0419-00,73.33,2.6,4862.45,40.54,13.51,27.03,200,107Y12M
A6402-39,A6402-39-007,A6402-0421-00,92.36,2.17,25105.92,47.32,32.2,15.12,46.97,107Y12M
A6402-39,A6402-39-007,A6402-0433-00,33.33,2.67,630.05,14.29,14.29,0,0,107Y12M
A6402-39,A6402-39-007,A6402-0439-00,82.05,2.78,5981.7,43.43,33.33,10.1,30.3,107Y12M
A6402-39,A6402-39-008,A6402-0429-00,75.07,2.26,15227.21,56.25,43.75,12.5,28.57,107Y12M
A6402-39,A6402-39-008,A6402-0441-00,74.35,2.19,25717.38,50.84,42.98,7.87,18.3,107Y12M
A6402-40,A6402-40-001,A6402-0351-00,77.34,2.4,31678.86,51.23,31.6,19.63,62.14,107Y12M
A6402-40,A6402-40-002,A6402-0354-00,76.64,2.25,16114.78,49.38,31.17,18.21,58.42,107Y12M
A6402-40,A6402-40-003,A6402-0382-00,83.09,2.43,16981.72,49.1,35.63,13.47,37.82,107Y12M
A6402-40,A6402-40-004,A6402-0365-00,82.22,2.43,24682.04,58.45,44.93,13.53,30.11,107Y12M
A6402-40,A6402-40-004,A6402-0375-00,70.83,2.28,2679.94,95.24,33.33,61.9,185.71,107Y12M
A6402-40,A6402-40-004,A6402-0393-00,98.67,1.91,8210.55,30.7,22.81,7.89,34.62,107Y12M
A6402-40,A6402-40-004,A6402-0395-00,76.31,2.15,39570.57,50.33,38.91,11.42,29.36,107Y12M
A6402-40,A6402-40-004,A6402-0409-00,103.23,2.1,3111.44,57.5,45,12.5,27.78,107Y12M
A6402-40,A6402-40-004,A6402-0410-00,100,2.71,9878.16,58.33,43.06,15.28,35.48,107Y12M
A6402-40,A6402-40-005,A6402-0397-00,91.4,2.29,51706.7,44.82,33.49,11.33,33.81,107Y12M
A6402-40,A6402-40-006,A6402-0431-00,99.35,2.62,29785.89,39.82,14.48,25.34,175,107Y12M
A6402-40,A6402-40-007,A6402-0437-00,97.22,2.75,27110.51,30.51,10.29,20.22,196.43,107Y12M
A6402-40,A6402-40-008,A6402-0428-00,105.94,2.57,4458.39,73.33,60.83,12.5,20.55,107Y12M
A6402-40,A6402-40-008,A6402-0430-00,84.62,2.37,23250.82,55.47,43.72,11.74,26.85,107Y12M
A6402-40,A6402-40-008,A6402-0455-00,86.97,2.31,18730.92,55.05,44.6,10.45,23.44,107Y12M
A6402-40,A6402-40-008,A6402-0462-00,65,1.83,1738.98,53.49,23.26,30.23,130,107Y12M
A6402-41,A6402-41-001,A6402-0413-00,109.52,2.29,21265.29,32.33,2.26,30.08,1333.33,107Y12M
A6402-41,A6402-41-001,A6402-0414-00,157.14,1.8,4918.87,63.64,9.09,54.55,600,107Y12M
A6402-41,A6402-41-002,A6402-0415-00,95.24,2.41,12061.57,60.78,15.69,45.1,287.5,107Y12M
A6402-41,A6402-41-002,A6402-0417-00,112.28,2.42,18216.99,34.44,8.89,25.56,287.5,107Y12M
