CODE2,CODE1,CODEBASE,H_CNT,H_BED,H_SRVP,H_SRVB,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,醫療院所家數,醫療院所床數,醫療院所平均每家服務人數,醫療院所平均每千人擁有病床數,資料時間
"A6401-01","A6401-01-001","A6401-0002-00",1,0,161.00,0.00,"107Y12M"
"A6401-01","A6401-01-001","A6401-0004-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-002","A6401-0005-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-003","A6401-0006-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-004","A6401-0008-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-004","A6401-0009-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-004","A6401-0012-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-005","A6401-0010-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-005","A6401-0011-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-006","A6401-0014-00",0,0,0.00,0.00,"107Y12M"
"A6401-01","A6401-01-006","A6401-0016-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-001","A6401-0001-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-001","A6401-0003-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-001","A6401-0007-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-002","A6401-0013-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-003","A6401-0019-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-003","A6401-0023-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-004","A6401-0021-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-004","A6401-0026-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-004","A6401-0028-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-005","A6401-0024-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-005","A6401-0029-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-006","A6401-0031-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-007","A6401-0035-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-008","A6401-0033-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-008","A6401-0036-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-009","A6401-0038-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-010","A6401-0040-00",0,0,0.00,0.00,"107Y12M"
"A6401-02","A6401-02-010","A6401-0043-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-001","A6401-0018-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-002","A6401-0015-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-002","A6401-0017-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-002","A6401-0020-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-003","A6401-0022-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-003","A6401-0025-00",2,4,120.00,16.67,"107Y12M"
"A6401-03","A6401-03-004","A6401-0027-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-005","A6401-0032-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-005","A6401-0037-00",1,2,147.00,13.61,"107Y12M"
"A6401-03","A6401-03-006","A6401-0042-00",2,0,44.50,0.00,"107Y12M"
"A6401-03","A6401-03-006","A6401-0044-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-007","A6401-0045-00",0,0,0.00,0.00,"107Y12M"
"A6401-03","A6401-03-007","A6401-0048-00",1,2,139.00,14.39,"107Y12M"
"A6401-04","A6401-04-001","A6401-0030-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-002","A6401-0034-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-003","A6401-0039-00",1,0,346.00,0.00,"107Y12M"
"A6401-04","A6401-04-004","A6401-0047-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-005","A6401-0049-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-006","A6401-0053-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-007","A6401-0056-00",0,0,0.00,0.00,"107Y12M"
"A6401-04","A6401-04-008","A6401-0059-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-001","A6401-0041-00",1,0,308.00,0.00,"107Y12M"
"A6401-05","A6401-05-002","A6401-0046-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-002","A6401-0057-00",1,0,163.00,0.00,"107Y12M"
"A6401-05","A6401-05-003","A6401-0051-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-003","A6401-0054-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-004","A6401-0050-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-004","A6401-0060-00",3,0,18.67,0.00,"107Y12M"
"A6401-05","A6401-05-005","A6401-0055-00",2,0,69.50,0.00,"107Y12M"
"A6401-05","A6401-05-005","A6401-0058-00",0,0,0.00,0.00,"107Y12M"
"A6401-05","A6401-05-006","A6401-0062-00",2,0,104.50,0.00,"107Y12M"
"A6401-05","A6401-05-007","A6401-0064-00",1,0,282.00,0.00,"107Y12M"
"A6401-05","A6401-05-008","A6401-0073-00",0,0,0.00,0.00,"107Y12M"
"A6401-06","A6401-06-001","A6401-0052-00",0,0,0.00,0.00,"107Y12M"
"A6401-06","A6401-06-002","A6401-0065-00",0,0,0.00,0.00,"107Y12M"
"A6401-06","A6401-06-003","A6401-0086-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-001","A6401-0061-00",1,0,197.00,0.00,"107Y12M"
"A6401-07","A6401-07-002","A6401-0063-00",2,7,105.00,33.33,"107Y12M"
"A6401-07","A6401-07-002","A6401-0066-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-003","A6401-0069-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-004","A6401-0068-00",1,0,264.00,0.00,"107Y12M"
"A6401-07","A6401-07-004","A6401-0072-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-005","A6401-0075-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-006","A6401-0080-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-007","A6401-0079-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-007","A6401-0083-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-008","A6401-0089-00",0,0,0.00,0.00,"107Y12M"
"A6401-07","A6401-07-008","A6401-0094-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-001","A6401-0071-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-002","A6401-0067-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-002","A6401-0076-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-003","A6401-0078-00",1,0,252.00,0.00,"107Y12M"
"A6401-08","A6401-08-004","A6401-0074-00",1,0,209.00,0.00,"107Y12M"
"A6401-08","A6401-08-004","A6401-0084-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-005","A6401-0081-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-006","A6401-0082-00",2,1,51.00,9.80,"107Y12M"
"A6401-08","A6401-08-007","A6401-0087-00",0,0,0.00,0.00,"107Y12M"
"A6401-08","A6401-08-008","A6401-0093-00",1,0,207.00,0.00,"107Y12M"
"A6401-08","A6401-08-009","A6401-0092-00",1,2,166.00,12.05,"107Y12M"
"A6401-08","A6401-08-009","A6401-0095-00",1,0,180.00,0.00,"107Y12M"
"A6401-08","A6401-08-010","A6401-0098-00",0,0,0.00,0.00,"107Y12M"
"A6401-09","A6401-09-001","A6401-0090-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-001","A6401-0077-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-001","A6401-0085-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-001","A6401-0088-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-002","A6401-0096-00",1,1,43.00,23.26,"107Y12M"
"A6401-10","A6401-10-002","A6401-0101-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-003","A6401-0099-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-004","A6401-0100-00",1,0,392.00,0.00,"107Y12M"
"A6401-10","A6401-10-005","A6401-0106-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-005","A6401-0110-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-006","A6401-0108-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-006","A6401-0111-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-007","A6401-0114-00",0,0,0.00,0.00,"107Y12M"
"A6401-10","A6401-10-008","A6401-0117-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-001","A6401-0070-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-001","A6401-0091-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-002","A6401-0103-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-003","A6401-0107-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-004","A6401-0104-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-004","A6401-0115-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-004","A6401-0121-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-005","A6401-0122-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-006","A6401-0118-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-006","A6401-0128-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-007","A6401-0125-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-008","A6401-0129-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-009","A6401-0126-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-009","A6401-0133-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-010","A6401-0132-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-010","A6401-0134-00",0,0,0.00,0.00,"107Y12M"
"A6401-11","A6401-11-010","A6401-0135-00",0,0,0.00,0.00,"107Y12M"
"A6401-12","A6401-12-001","A6401-0113-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-001","A6401-0097-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-001","A6401-0102-00",1,1,167.00,5.99,"107Y12M"
"A6401-13","A6401-13-002","A6401-0109-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-003","A6401-0105-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-003","A6401-0112-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-004","A6401-0116-00",1,0,149.00,0.00,"107Y12M"
"A6401-13","A6401-13-005","A6401-0120-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-005","A6401-0124-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-006","A6401-0119-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-006","A6401-0123-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-006","A6401-0127-00",0,0,0.00,0.00,"107Y12M"
"A6401-13","A6401-13-007","A6401-0130-00",0,0,0.00,0.00,"107Y12M"
"A6401-14","A6401-14-001","A6401-0131-00",0,0,0.00,0.00,"107Y12M"
"A6401-14","A6401-14-001","A6401-0136-00",0,0,0.00,0.00,"107Y12M"
"A6401-14","A6401-14-001","A6401-0137-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-001","A6402-0002-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-001","A6402-0003-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-002","A6402-0001-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-002","A6402-0005-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-003","A6402-0006-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-004","A6402-0004-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-004","A6402-0007-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-004","A6402-0009-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-005","A6402-0011-00",1,0,364.00,0.00,"107Y12M"
"A6402-01","A6402-01-006","A6402-0012-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-007","A6402-0013-00",0,0,0.00,0.00,"107Y12M"
"A6402-01","A6402-01-008","A6402-0015-00",1,0,224.00,0.00,"107Y12M"
"A6402-01","A6402-01-008","A6402-0024-00",1,0,216.00,0.00,"107Y12M"
"A6402-02","A6402-02-001","A6402-0020-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-002","A6402-0021-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-002","A6402-0028-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-003","A6402-0026-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-004","A6402-0032-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-005","A6402-0033-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-006","A6402-0035-00",0,0,0.00,0.00,"107Y12M"
"A6402-02","A6402-02-007","A6402-0040-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-001","A6402-0010-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-001","A6402-0014-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-002","A6402-0022-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-003","A6402-0031-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-004","A6402-0030-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-004","A6402-0037-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-004","A6402-0042-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-004","A6402-0046-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-005","A6402-0049-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-005","A6402-0056-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-006","A6402-0060-00",0,0,0.00,0.00,"107Y12M"
"A6402-03","A6402-03-007","A6402-0081-00",1,0,329.00,0.00,"107Y12M"
"A6402-03","A6402-03-008","A6402-0089-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-001","A6402-0016-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-001","A6402-0018-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-001","A6402-0029-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-002","A6402-0041-00",2,1,184.50,2.71,"107Y12M"
"A6402-04","A6402-04-003","A6402-0044-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-003","A6402-0054-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-004","A6402-0053-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-005","A6402-0064-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-006","A6402-0076-00",1,5,210.00,23.81,"107Y12M"
"A6402-04","A6402-04-006","A6402-0084-00",0,0,0.00,0.00,"107Y12M"
"A6402-04","A6402-04-007","A6402-0083-00",4,1,95.75,2.61,"107Y12M"
"A6402-04","A6402-04-008","A6402-0100-00",1,1,471.00,2.12,"107Y12M"
"A6402-05","A6402-05-001","A6402-0017-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-001","A6402-0023-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-002","A6402-0019-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-003","A6402-0027-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-003","A6402-0039-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0025-00",1,0,89.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0034-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0038-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0043-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0048-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-004","A6402-0055-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-005","A6402-0052-00",0,0,0.00,0.00,"107Y12M"
"A6402-05","A6402-05-006","A6402-0068-00",1,0,394.00,0.00,"107Y12M"
"A6402-05","A6402-05-007","A6402-0082-00",0,0,0.00,0.00,"107Y12M"
"A6402-06","A6402-06-001","A6402-0008-00",0,0,0.00,0.00,"107Y12M"
"A6402-06","A6402-06-002","A6402-0057-00",1,4,24.00,166.67,"107Y12M"
"A6402-06","A6402-06-002","A6402-0075-00",0,0,0.00,0.00,"107Y12M"
"A6402-07","A6402-07-001","A6402-0047-00",0,0,0.00,0.00,"107Y12M"
"A6402-07","A6402-07-002","A6402-0071-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-001","A6402-0063-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-002","A6402-0072-00",1,6,205.00,29.27,"107Y12M"
"A6402-08","A6402-08-002","A6402-0080-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-003","A6402-0088-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-003","A6402-0095-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-004","A6402-0096-00",1,0,443.00,0.00,"107Y12M"
"A6402-08","A6402-08-005","A6402-0112-00",0,0,0.00,0.00,"107Y12M"
"A6402-08","A6402-08-006","A6402-0118-00",1,2,415.00,4.82,"107Y12M"
"A6402-08","A6402-08-007","A6402-0130-00",1,0,198.00,0.00,"107Y12M"
"A6402-08","A6402-08-007","A6402-0136-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-001","A6402-0036-00",2,0,84.00,0.00,"107Y12M"
"A6402-09","A6402-09-002","A6402-0045-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-003","A6402-0050-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-004","A6402-0051-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-004","A6402-0058-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-005","A6402-0059-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-006","A6402-0069-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-007","A6402-0073-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-007","A6402-0085-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-008","A6402-0113-00",0,0,0.00,0.00,"107Y12M"
"A6402-09","A6402-09-008","A6402-0151-00",0,0,0.00,0.00,"107Y12M"
"A6402-10","A6402-10-001","A6402-0067-00",1,0,333.00,0.00,"107Y12M"
"A6402-10","A6402-10-001","A6402-0097-00",0,0,0.00,0.00,"107Y12M"
"A6402-10","A6402-10-002","A6402-0119-00",0,0,0.00,0.00,"107Y12M"
"A6402-10","A6402-10-002","A6402-0174-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-001","A6402-0062-00",1,0,193.00,0.00,"107Y12M"
"A6402-11","A6402-11-001","A6402-0065-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-002","A6402-0077-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-003","A6402-0078-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-004","A6402-0091-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-005","A6402-0098-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-006","A6402-0102-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-007","A6402-0090-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-007","A6402-0105-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-007","A6402-0117-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-008","A6402-0115-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-009","A6402-0129-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-009","A6402-0139-00",0,0,0.00,0.00,"107Y12M"
"A6402-11","A6402-11-010","A6402-0153-00",1,0,225.00,0.00,"107Y12M"
"A6402-12","A6402-12-001","A6402-0093-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-002","A6402-0092-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-002","A6402-0101-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-003","A6402-0108-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-004","A6402-0109-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-005","A6402-0110-00",0,0,0.00,0.00,"107Y12M"
"A6402-12","A6402-12-006","A6402-0120-00",1,0,502.00,0.00,"107Y12M"
"A6402-12","A6402-12-007","A6402-0121-00",3,0,111.33,0.00,"107Y12M"
"A6402-12","A6402-12-008","A6402-0122-00",1,0,605.00,0.00,"107Y12M"
"A6402-12","A6402-12-009","A6402-0123-00",1,0,310.00,0.00,"107Y12M"
"A6402-13","A6402-13-001","A6402-0114-00",0,0,0.00,0.00,"107Y12M"
"A6402-14","A6402-14-001","A6402-0099-00",2,1,121.50,4.12,"107Y12M"
"A6402-14","A6402-14-001","A6402-0107-00",1,0,253.00,0.00,"107Y12M"
"A6402-14","A6402-14-002","A6402-0124-00",0,0,0.00,0.00,"107Y12M"
"A6402-14","A6402-14-003","A6402-0138-00",0,0,0.00,0.00,"107Y12M"
"A6402-14","A6402-14-003","A6402-0148-00",0,0,0.00,0.00,"107Y12M"
"A6402-14","A6402-14-004","A6402-0143-00",2,0,309.50,0.00,"107Y12M"
"A6402-14","A6402-14-005","A6402-0157-00",0,0,0.00,0.00,"107Y12M"
"A6402-14","A6402-14-006","A6402-0162-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-001","A6402-0061-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-001","A6402-0066-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-001","A6402-0070-00",1,0,128.00,0.00,"107Y12M"
"A6402-15","A6402-15-001","A6402-0074-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-001","A6402-0087-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-002","A6402-0086-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-002","A6402-0106-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-003","A6402-0104-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-003","A6402-0126-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-004","A6402-0133-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-004","A6402-0135-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-004","A6402-0142-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-005","A6402-0179-00",2,84,254.00,165.35,"107Y12M"
"A6402-15","A6402-15-005","A6402-0186-00",1,3,301.00,9.97,"107Y12M"
"A6402-15","A6402-15-006","A6402-0183-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-007","A6402-0203-00",1,0,575.00,0.00,"107Y12M"
"A6402-15","A6402-15-008","A6402-0206-00",0,0,0.00,0.00,"107Y12M"
"A6402-15","A6402-15-008","A6402-0212-00",2,7,118.00,29.66,"107Y12M"
"A6402-16","A6402-16-001","A6402-0094-00",1,0,109.00,0.00,"107Y12M"
"A6402-16","A6402-16-001","A6402-0103-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-002","A6402-0111-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-003","A6402-0125-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-004","A6402-0146-00",1,3,333.00,9.01,"107Y12M"
"A6402-16","A6402-16-005","A6402-0147-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-006","A6402-0155-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-007","A6402-0170-00",0,0,0.00,0.00,"107Y12M"
"A6402-16","A6402-16-007","A6402-0172-00",1,0,349.00,0.00,"107Y12M"
"A6402-17","A6402-17-001","A6402-0116-00",0,0,0.00,0.00,"107Y12M"
"A6402-17","A6402-17-001","A6402-0131-00",1,0,118.00,0.00,"107Y12M"
"A6402-17","A6402-17-002","A6402-0140-00",1,0,598.00,0.00,"107Y12M"
"A6402-17","A6402-17-003","A6402-0145-00",1,0,751.00,0.00,"107Y12M"
"A6402-17","A6402-17-003","A6402-0149-00",2,18,137.00,65.69,"107Y12M"
"A6402-17","A6402-17-004","A6402-0150-00",0,0,0.00,0.00,"107Y12M"
"A6402-17","A6402-17-005","A6402-0165-00",0,0,0.00,0.00,"107Y12M"
"A6402-17","A6402-17-005","A6402-0167-00",1,0,139.00,0.00,"107Y12M"
"A6402-17","A6402-17-006","A6402-0168-00",0,0,0.00,0.00,"107Y12M"
"A6402-17","A6402-17-007","A6402-0169-00",1,2,459.00,4.36,"107Y12M"
"A6402-18","A6402-18-001","A6402-0152-00",1,0,308.00,0.00,"107Y12M"
"A6402-18","A6402-18-002","A6402-0144-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-002","A6402-0159-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-003","A6402-0154-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-004","A6402-0161-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-005","A6402-0171-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-006","A6402-0180-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-007","A6402-0181-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-007","A6402-0182-00",0,0,0.00,0.00,"107Y12M"
"A6402-18","A6402-18-008","A6402-0192-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-001","A6402-0137-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-002","A6402-0141-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-003","A6402-0156-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-004","A6402-0164-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-005","A6402-0158-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-005","A6402-0201-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-006","A6402-0187-00",0,0,0.00,0.00,"107Y12M"
"A6402-19","A6402-19-007","A6402-0189-00",0,0,0.00,0.00,"107Y12M"
