CODE2,CODE1,CODEBASE,H_CNT,H_BED,H_SRVP,H_SRVB,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,醫療院所家數,醫療院所床數,醫療院所平均每家服務人數,醫療院所平均每千人擁有病床數,資料時間
"A6404-09","A6404-09-003","A6404-0101-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-003","A6404-0112-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-004","A6404-0105-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-004","A6404-0108-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-004","A6404-0113-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-005","A6404-0114-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-006","A6404-0121-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-006","A6404-0128-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-006","A6404-0136-00",0,0,0.00,0.00,"107Y12M"
"A6404-09","A6404-09-006","A6404-0138-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-001","A6404-0008-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-001","A6404-0032-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-001","A6404-0038-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-001","A6404-0071-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-002","A6404-0164-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-002","A6404-0165-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-002","A6404-0290-00",0,0,0.00,0.00,"107Y12M"
"A6404-10","A6404-10-002","A6404-0462-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-001","A6404-0117-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-001","A6404-0119-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-001","A6404-0124-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-002","A6404-0126-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-003","A6404-0125-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-003","A6404-0135-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-004","A6404-0130-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-005","A6404-0133-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-006","A6404-0142-00",0,0,0.00,0.00,"107Y12M"
"A6404-11","A6404-11-007","A6404-0149-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-001","A6404-0127-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-002","A6404-0131-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-003","A6404-0134-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-004","A6404-0132-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-004","A6404-0143-00",0,0,0.00,0.00,"107Y12M"
"A6404-12","A6404-12-005","A6404-0141-00",0,0,0.00,0.00,"107Y12M"
"A6404-13","A6404-13-001","A6404-0146-00",0,0,0.00,0.00,"107Y12M"
"A6404-14","A6404-14-001","A6404-0145-00",0,0,0.00,0.00,"107Y12M"
"A6404-14","A6404-14-001","A6404-0152-00",0,0,0.00,0.00,"107Y12M"
"A6404-14","A6404-14-001","A6404-0158-00",0,0,0.00,0.00,"107Y12M"
"A6404-14","A6404-14-001","A6404-0168-00",0,0,0.00,0.00,"107Y12M"
"A6404-14","A6404-14-001","A6404-0185-00",0,0,0.00,0.00,"107Y12M"
"A6404-15","A6404-15-001","A6404-0156-00",0,0,0.00,0.00,"107Y12M"
"A6404-15","A6404-15-001","A6404-0161-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-001","A6404-0144-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-001","A6404-0150-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-002","A6404-0153-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-002","A6404-0159-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-003","A6404-0170-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-004","A6404-0189-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-005","A6404-0180-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-005","A6404-0188-00",1,0,52.00,0.00,"107Y12M"
"A6404-16","A6404-16-005","A6404-0202-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-005","A6404-0209-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-006","A6404-0196-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-006","A6404-0222-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-007","A6404-0197-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-007","A6404-0220-00",0,0,0.00,0.00,"107Y12M"
"A6404-16","A6404-16-007","A6404-0224-00",1,0,130.00,0.00,"107Y12M"
"A6404-16","A6404-16-008","A6404-0216-00",0,0,0.00,0.00,"107Y12M"
"A6404-17","A6404-17-001","A6404-0190-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-001","A6404-0174-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-001","A6404-0193-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-002","A6404-0178-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-002","A6404-0179-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-003","A6404-0214-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-004","A6404-0233-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-004","A6404-0237-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-005","A6404-0241-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-005","A6404-0254-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-006","A6404-0259-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-006","A6404-0266-00",0,0,0.00,0.00,"107Y12M"
"A6404-18","A6404-18-007","A6404-0274-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0163-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0167-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0171-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0177-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0181-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-001","A6404-0187-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-002","A6404-0183-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-002","A6404-0192-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-002","A6404-0204-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-003","A6404-0206-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-003","A6404-0211-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-003","A6404-0218-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-004","A6404-0212-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-004","A6404-0221-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-004","A6404-0231-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-004","A6404-0242-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-005","A6404-0228-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-005","A6404-0249-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-006","A6404-0250-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-007","A6404-0264-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-007","A6404-0286-00",0,0,0.00,0.00,"107Y12M"
"A6404-19","A6404-19-008","A6404-0298-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-001","A6404-0151-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-001","A6404-0155-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-001","A6404-0169-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-001","A6404-0176-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-002","A6404-0184-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-003","A6404-0182-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-003","A6404-0213-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-003","A6404-0219-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-004","A6404-0191-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-004","A6404-0195-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-004","A6404-0201-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-004","A6404-0226-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-004","A6404-0234-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-005","A6404-0194-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-005","A6404-0198-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-005","A6404-0208-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-005","A6404-0244-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-006","A6404-0323-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0248-00",1,19,1.00,19000.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0253-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0294-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0305-00",1,0,328.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0355-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0360-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0417-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-007","A6404-0434-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0271-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0283-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0318-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0328-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0370-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0372-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0385-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0442-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-008","A6404-0453-00",0,0,0.00,0.00,"107Y12M"
"A6404-20","A6404-20-009","A6404-0401-00",2,7,181.00,19.34,"107Y12M"
"A6404-21","A6404-21-001","A6404-0223-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-002","A6404-0247-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-003","A6404-0262-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-003","A6404-0282-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-004","A6404-0276-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-005","A6404-0297-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-005","A6404-0307-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-006","A6404-0310-00",0,0,0.00,0.00,"107Y12M"
"A6404-21","A6404-21-007","A6404-0320-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-001","A6404-0162-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-002","A6404-0166-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-003","A6404-0157-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-003","A6404-0203-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-004","A6404-0173-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-005","A6404-0207-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-006","A6404-0215-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-006","A6404-0243-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-007","A6404-0265-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-007","A6404-0303-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-008","A6404-0356-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-008","A6404-0426-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-008","A6404-0508-00",0,0,0.00,0.00,"107Y12M"
"A6404-22","A6404-22-008","A6404-0534-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-001","A6404-0263-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-001","A6404-0270-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-002","A6404-0273-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-002","A6404-0280-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-003","A6404-0269-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-003","A6404-0327-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-004","A6404-0278-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-004","A6404-0289-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-004","A6404-0292-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-004","A6404-0304-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-005","A6404-0252-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-005","A6404-0393-00",2,5,565.50,4.42,"107Y12M"
"A6404-23","A6404-23-006","A6404-0261-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-006","A6404-0300-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-007","A6404-0313-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-007","A6404-0334-00",0,0,0.00,0.00,"107Y12M"
"A6404-23","A6404-23-007","A6404-0336-00",0,0,0.00,0.00,"107Y12M"
"A6404-24","A6404-24-001","A6404-0296-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-001","A6404-0230-00",1,0,226.00,0.00,"107Y12M"
"A6404-25","A6404-25-002","A6404-0236-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-002","A6404-0245-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-003","A6404-0246-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-003","A6404-0257-00",1,31,41.00,756.10,"107Y12M"
"A6404-25","A6404-25-003","A6404-0277-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-004","A6404-0251-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-004","A6404-0267-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-004","A6404-0301-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-005","A6404-0275-00",1,5,287.00,17.42,"107Y12M"
"A6404-25","A6404-25-006","A6404-0312-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-006","A6404-0319-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-006","A6404-0349-00",1,0,64.00,0.00,"107Y12M"
"A6404-25","A6404-25-006","A6404-0352-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-007","A6404-0325-00",1,4,160.00,25.00,"107Y12M"
"A6404-25","A6404-25-007","A6404-0337-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-007","A6404-0359-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-008","A6404-0371-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-008","A6404-0377-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-008","A6404-0392-00",0,0,0.00,0.00,"107Y12M"
"A6404-25","A6404-25-008","A6404-0400-00",2,0,28.00,0.00,"107Y12M"
"A6404-26","A6404-26-001","A6404-0227-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-002","A6404-0199-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-002","A6404-0258-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-002","A6404-0382-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-003","A6404-0350-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-004","A6404-0343-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-004","A6404-0419-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-005","A6404-0284-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-005","A6404-0316-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-005","A6404-0384-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-005","A6404-0395-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-005","A6404-0478-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-006","A6404-0388-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-006","A6404-0422-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-006","A6404-0449-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-007","A6404-0441-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-008","A6404-0465-00",0,0,0.00,0.00,"107Y12M"
"A6404-26","A6404-26-008","A6404-0520-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-001","A6404-0255-00",1,8,220.00,36.36,"107Y12M"
"A6404-27","A6404-27-001","A6404-0287-00",1,0,147.00,0.00,"107Y12M"
"A6404-27","A6404-27-002","A6404-0295-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-002","A6404-0315-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-003","A6404-0329-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-004","A6404-0338-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-004","A6404-0347-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-005","A6404-0354-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-006","A6404-0345-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-006","A6404-0375-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-006","A6404-0409-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-006","A6404-0418-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-007","A6404-0368-00",0,0,0.00,0.00,"107Y12M"
"A6404-27","A6404-27-007","A6404-0403-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-001","A6404-0324-00",1,0,424.00,0.00,"107Y12M"
"A6404-28","A6404-28-002","A6404-0311-00",1,8,92.00,86.96,"107Y12M"
"A6404-28","A6404-28-002","A6404-0330-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-003","A6404-0322-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-003","A6404-0332-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-003","A6404-0339-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-004","A6404-0326-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-004","A6404-0341-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-004","A6404-0348-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-005","A6404-0346-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-005","A6404-0358-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-006","A6404-0376-00",1,2,267.00,7.49,"107Y12M"
"A6404-28","A6404-28-007","A6404-0380-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-008","A6404-0362-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-008","A6404-0378-00",0,0,0.00,0.00,"107Y12M"
"A6404-28","A6404-28-008","A6404-0387-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-001","A6404-0299-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-001","A6404-0302-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-002","A6404-0321-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-002","A6404-0333-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-003","A6404-0363-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-004","A6404-0364-00",1,0,547.00,0.00,"107Y12M"
"A6404-29","A6404-29-005","A6404-0365-00",0,0,0.00,0.00,"107Y12M"
"A6404-29","A6404-29-006","A6404-0404-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-001","A6404-0314-00",1,7,302.00,23.18,"107Y12M"
"A6404-30","A6404-30-001","A6404-0357-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-002","A6404-0351-00",1,3,434.00,6.91,"107Y12M"
"A6404-30","A6404-30-003","A6404-0353-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-003","A6404-0361-00",1,3,227.00,13.22,"107Y12M"
"A6404-30","A6404-30-004","A6404-0344-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-004","A6404-0367-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-004","A6404-0381-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-005","A6404-0391-00",1,0,148.00,0.00,"107Y12M"
"A6404-30","A6404-30-005","A6404-0394-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-006","A6404-0379-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-006","A6404-0386-00",0,0,0.00,0.00,"107Y12M"
"A6404-30","A6404-30-006","A6404-0396-00",4,34,70.75,120.14,"107Y12M"
"A6404-30","A6404-30-007","A6404-0402-00",1,0,135.00,0.00,"107Y12M"
"A6404-30","A6404-30-007","A6404-0406-00",0,0,0.00,0.00,"107Y12M"
"A6404-31","A6404-31-001","A6404-0369-00",0,0,0.00,0.00,"107Y12M"
"A6404-32","A6404-32-001","A6404-0260-00",0,0,0.00,0.00,"107Y12M"
"A6404-32","A6404-32-002","A6404-0272-00",0,0,0.00,0.00,"107Y12M"
"A6404-32","A6404-32-003","A6404-0279-00",2,0,98.50,0.00,"107Y12M"
"A6404-32","A6404-32-004","A6404-0291-00",1,0,201.00,0.00,"107Y12M"
"A6404-32","A6404-32-004","A6404-0308-00",0,0,0.00,0.00,"107Y12M"
"A6404-32","A6404-32-005","A6404-0309-00",3,0,228.00,0.00,"107Y12M"
"A6404-32","A6404-32-006","A6404-0335-00",0,0,0.00,0.00,"107Y12M"
"A6404-32","A6404-32-006","A6404-0421-00",3,4,53.00,25.16,"107Y12M"
"A6404-32","A6404-32-006","A6404-0463-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-001","A6404-0205-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-001","A6404-0217-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-002","A6404-0229-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-003","A6404-0235-00",1,0,518.00,0.00,"107Y12M"
"A6404-33","A6404-33-004","A6404-0268-00",3,30,13.67,731.71,"107Y12M"
"A6404-33","A6404-33-004","A6404-0281-00",1,6,8.00,750.00,"107Y12M"
"A6404-33","A6404-33-004","A6404-0306-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-004","A6404-0317-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-004","A6404-0331-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-004","A6404-0412-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-005","A6404-0457-00",1,252,765.00,329.41,"107Y12M"
"A6404-33","A6404-33-006","A6404-0475-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-006","A6404-0486-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-007","A6404-0470-00",0,0,0.00,0.00,"107Y12M"
"A6404-33","A6404-33-007","A6404-0525-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-001","A6404-0200-00",1,6,114.00,52.63,"107Y12M"
"A6404-34","A6404-34-001","A6404-0210-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-002","A6404-0225-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-002","A6404-0232-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-002","A6404-0238-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-003","A6404-0239-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-003","A6404-0240-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-004","A6404-0256-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-005","A6404-0285-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-006","A6404-0288-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-007","A6404-0340-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-008","A6404-0433-00",0,0,0.00,0.00,"107Y12M"
"A6404-34","A6404-34-008","A6404-0527-00",0,0,0.00,0.00,"107Y12M"
"A6404-35","A6404-35-001","A6404-0390-00",0,0,0.00,0.00,"107Y12M"
"A6404-35","A6404-35-002","A6404-0397-00",0,0,0.00,0.00,"107Y12M"
"A6404-35","A6404-35-002","A6404-0410-00",0,0,0.00,0.00,"107Y12M"
"A6404-35","A6404-35-003","A6404-0407-00",1,1,737.00,1.36,"107Y12M"
"A6404-35","A6404-35-004","A6404-0414-00",2,0,89.00,0.00,"107Y12M"
"A6404-35","A6404-35-005","A6404-0424-00",0,0,0.00,0.00,"107Y12M"
"A6404-35","A6404-35-006","A6404-0435-00",3,4,313.00,4.26,"107Y12M"
"A6404-36","A6404-36-001","A6404-0342-00",1,1,171.00,5.85,"107Y12M"
"A6404-36","A6404-36-001","A6404-0366-00",1,0,36.00,0.00,"107Y12M"
"A6404-36","A6404-36-002","A6404-0373-00",3,46,47.00,326.24,"107Y12M"
"A6404-36","A6404-36-002","A6404-0398-00",0,0,0.00,0.00,"107Y12M"
"A6404-36","A6404-36-002","A6404-0399-00",0,0,0.00,0.00,"107Y12M"
"A6404-36","A6404-36-002","A6404-0415-00",0,0,0.00,0.00,"107Y12M"
"A6404-36","A6404-36-003","A6404-0405-00",1,0,248.00,0.00,"107Y12M"
"A6404-36","A6404-36-004","A6404-0383-00",2,6,85.50,35.09,"107Y12M"
